source_node_id,target_node_id,relationship_type,impact_level
530,3,condition_affects_srotas,Low
531,10,condition_affects_srotas,Medium
531,11,condition_affects_srotas,High
532,10,condition_affects_srotas,Low
532,11,condition_affects_srotas,Low
533,2,condition_affects_srotas,Low
534,4,condition_affects_srotas,Medium
534,3,condition_affects_srotas,Low
535,6,condition_affects_srotas,High
536,2,condition_affects_srotas,Medium
537,2,condition_affects_srotas,High
538,10,condition_affects_srotas,Low
538,11,condition_affects_srotas,Low
539,5,condition_affects_srotas,Low
540,1,condition_affects_srotas,Medium
540,3,condition_affects_srotas,Low
541,1,condition_affects_srotas,High
541,3,condition_affects_srotas,Low
542,2,condition_affects_srotas,Medium
543,1,condition_affects_srotas,Low
543,3,condition_affects_srotas,Medium
544,2,condition_affects_srotas,High
545,1,condition_affects_srotas,Low
545,3,condition_affects_srotas,High
546,10,condition_affects_srotas,Low
546,11,condition_affects_srotas,Medium
547,2,condition_affects_srotas,Medium
548,10,condition_affects_srotas,High
548,11,condition_affects_srotas,High
549,10,condition_affects_srotas,Medium
549,11,condition_affects_srotas,Low
550,5,condition_affects_srotas,Low
551,5,condition_affects_srotas,High
552,10,condition_affects_srotas,Medium
552,11,condition_affects_srotas,Low
553,5,condition_affects_srotas,Medium
554,5,condition_affects_srotas,High
555,1,condition_affects_srotas,Medium
555,3,condition_affects_srotas,Medium
556,2,condition_affects_srotas,Medium
557,9,condition_affects_srotas,Low
558,4,condition_affects_srotas,Medium
558,3,condition_affects_srotas,Low
559,10,condition_affects_srotas,Low
559,11,condition_affects_srotas,Medium
560,9,condition_affects_srotas,Medium
561,1,condition_affects_srotas,Medium
561,3,condition_affects_srotas,High
562,10,condition_affects_srotas,Low
562,11,condition_affects_srotas,High
563,5,condition_affects_srotas,Medium
564,6,condition_affects_srotas,Medium
565,10,condition_affects_srotas,High
565,11,condition_affects_srotas,Low
566,5,condition_affects_srotas,Low
567,4,condition_affects_srotas,High
567,3,condition_affects_srotas,Low
568,5,condition_affects_srotas,High
569,5,condition_affects_srotas,High
570,10,condition_affects_srotas,Medium
570,11,condition_affects_srotas,Low
571,9,condition_affects_srotas,High
572,5,condition_affects_srotas,High
573,6,condition_affects_srotas,Low
574,1,condition_affects_srotas,High
574,3,condition_affects_srotas,Medium
575,1,condition_affects_srotas,Low
575,3,condition_affects_srotas,Medium
576,6,condition_affects_srotas,Medium
577,2,condition_affects_srotas,Low
578,6,condition_affects_srotas,Medium
579,5,condition_affects_srotas,High
580,9,condition_affects_srotas,High
581,10,condition_affects_srotas,Medium
581,11,condition_affects_srotas,High
582,1,condition_affects_srotas,High
582,3,condition_affects_srotas,Low
583,1,condition_affects_srotas,Low
583,3,condition_affects_srotas,Medium
584,4,condition_affects_srotas,High
584,3,condition_affects_srotas,High
585,6,condition_affects_srotas,High
586,1,condition_affects_srotas,Medium
586,3,condition_affects_srotas,Low
587,4,condition_affects_srotas,Low
587,3,condition_affects_srotas,High
588,4,condition_affects_srotas,High
588,3,condition_affects_srotas,Low
589,5,condition_affects_srotas,Medium
590,1,condition_affects_srotas,High
590,3,condition_affects_srotas,High
591,5,condition_affects_srotas,High
592,1,condition_affects_srotas,High
592,3,condition_affects_srotas,Medium
593,2,condition_affects_srotas,Low
594,10,condition_affects_srotas,Low
594,11,condition_affects_srotas,High
595,10,condition_affects_srotas,High
595,11,condition_affects_srotas,Low
596,1,condition_affects_srotas,Low
596,3,condition_affects_srotas,Medium
597,10,condition_affects_srotas,High
597,11,condition_affects_srotas,Low
598,5,condition_affects_srotas,Medium
599,10,condition_affects_srotas,High
599,11,condition_affects_srotas,High
600,9,condition_affects_srotas,Low
601,1,condition_affects_srotas,High
601,3,condition_affects_srotas,Low
602,4,condition_affects_srotas,High
602,3,condition_affects_srotas,Low
603,5,condition_affects_srotas,Medium
604,10,condition_affects_srotas,Low
604,11,condition_affects_srotas,Low
605,1,condition_affects_srotas,Low
605,3,condition_affects_srotas,High
606,4,condition_affects_srotas,High
606,3,condition_affects_srotas,Low
607,10,condition_affects_srotas,High
607,11,condition_affects_srotas,High
608,5,condition_affects_srotas,Low
609,2,condition_affects_srotas,Medium
610,2,condition_affects_srotas,Low
611,2,condition_affects_srotas,High
612,5,condition_affects_srotas,Low
613,2,condition_affects_srotas,Low
614,9,condition_affects_srotas,Low
615,1,condition_affects_srotas,High
615,3,condition_affects_srotas,Medium
616,2,condition_affects_srotas,Low
617,5,condition_affects_srotas,High
618,10,condition_affects_srotas,Medium
618,11,condition_affects_srotas,High
619,5,condition_affects_srotas,Medium
620,5,condition_affects_srotas,High
621,6,condition_affects_srotas,High
622,10,condition_affects_srotas,Low
622,11,condition_affects_srotas,High
623,10,condition_affects_srotas,Medium
623,11,condition_affects_srotas,Medium
624,5,condition_affects_srotas,High
625,1,condition_affects_srotas,High
625,3,condition_affects_srotas,Medium
626,2,condition_affects_srotas,Medium
627,4,condition_affects_srotas,Low
627,3,condition_affects_srotas,Low
628,5,condition_affects_srotas,High
629,5,condition_affects_srotas,Medium
630,10,condition_affects_srotas,Medium
630,11,condition_affects_srotas,Medium
631,4,condition_affects_srotas,Medium
631,3,condition_affects_srotas,Medium
632,1,condition_affects_srotas,High
632,3,condition_affects_srotas,Medium
633,10,condition_affects_srotas,High
633,11,condition_affects_srotas,High
634,4,condition_affects_srotas,High
634,3,condition_affects_srotas,High
635,1,condition_affects_srotas,High
635,3,condition_affects_srotas,High
636,10,condition_affects_srotas,Medium
636,11,condition_affects_srotas,High
637,5,condition_affects_srotas,Low
638,5,condition_affects_srotas,High
639,10,condition_affects_srotas,High
639,11,condition_affects_srotas,Medium
640,4,condition_affects_srotas,Medium
640,3,condition_affects_srotas,High
641,10,condition_affects_srotas,Low
641,11,condition_affects_srotas,Medium
642,10,condition_affects_srotas,Medium
642,11,condition_affects_srotas,Low
643,10,condition_affects_srotas,Medium
643,11,condition_affects_srotas,Medium
644,1,condition_affects_srotas,Medium
644,3,condition_affects_srotas,Low
645,4,condition_affects_srotas,Medium
645,3,condition_affects_srotas,High
646,10,condition_affects_srotas,Low
646,11,condition_affects_srotas,Medium
647,10,condition_affects_srotas,Medium
647,11,condition_affects_srotas,High
648,9,condition_affects_srotas,Low
649,2,condition_affects_srotas,Medium
650,2,condition_affects_srotas,High
651,5,condition_affects_srotas,High
652,1,condition_affects_srotas,Low
652,3,condition_affects_srotas,Low
653,4,condition_affects_srotas,Low
653,3,condition_affects_srotas,Low
654,10,condition_affects_srotas,High
654,11,condition_affects_srotas,Low
655,5,condition_affects_srotas,High
656,4,condition_affects_srotas,Medium
656,3,condition_affects_srotas,Medium
657,2,condition_affects_srotas,Low
658,6,condition_affects_srotas,Low
659,5,condition_affects_srotas,Medium
660,9,condition_affects_srotas,Low
661,1,condition_affects_srotas,High
661,3,condition_affects_srotas,High
662,6,condition_affects_srotas,High
663,10,condition_affects_srotas,Medium
663,11,condition_affects_srotas,Low
664,10,condition_affects_srotas,High
664,11,condition_affects_srotas,Low
665,5,condition_affects_srotas,Medium
666,5,condition_affects_srotas,Low
667,1,condition_affects_srotas,High
667,3,condition_affects_srotas,Low
668,1,condition_affects_srotas,High
668,3,condition_affects_srotas,Medium
669,5,condition_affects_srotas,High
670,1,condition_affects_srotas,Low
670,3,condition_affects_srotas,Medium
671,2,condition_affects_srotas,High
672,5,condition_affects_srotas,Medium
673,2,condition_affects_srotas,Low
674,5,condition_affects_srotas,Low
675,2,condition_affects_srotas,High
676,5,condition_affects_srotas,Medium
677,4,condition_affects_srotas,High
677,3,condition_affects_srotas,High
678,5,condition_affects_srotas,Medium
679,10,condition_affects_srotas,Low
679,11,condition_affects_srotas,High
680,6,condition_affects_srotas,Low
681,10,condition_affects_srotas,High
681,11,condition_affects_srotas,Medium
682,10,condition_affects_srotas,High
682,11,condition_affects_srotas,Medium
683,2,condition_affects_srotas,Low
684,9,condition_affects_srotas,Medium
685,1,condition_affects_srotas,Low
685,3,condition_affects_srotas,High
686,2,condition_affects_srotas,Low
687,2,condition_affects_srotas,High
688,5,condition_affects_srotas,High
689,2,condition_affects_srotas,Low
690,6,condition_affects_srotas,Low
691,9,condition_affects_srotas,Low
692,9,condition_affects_srotas,Low
693,1,condition_affects_srotas,Low
693,3,condition_affects_srotas,Medium
694,5,condition_affects_srotas,Medium
695,5,condition_affects_srotas,Medium
696,5,condition_affects_srotas,Low
697,2,condition_affects_srotas,High
698,2,condition_affects_srotas,Low
699,9,condition_affects_srotas,Medium
700,10,condition_affects_srotas,High
700,11,condition_affects_srotas,Medium
701,10,condition_affects_srotas,Medium
701,11,condition_affects_srotas,Medium
702,6,condition_affects_srotas,High
703,2,condition_affects_srotas,Low
704,5,condition_affects_srotas,High
705,10,condition_affects_srotas,High
705,11,condition_affects_srotas,Medium
706,9,condition_affects_srotas,Low
707,6,condition_affects_srotas,Low
708,2,condition_affects_srotas,High
709,1,condition_affects_srotas,Medium
709,3,condition_affects_srotas,Low
710,5,condition_affects_srotas,High
711,10,condition_affects_srotas,Medium
711,11,condition_affects_srotas,Medium
712,5,condition_affects_srotas,Low
713,2,condition_affects_srotas,Medium
714,5,condition_affects_srotas,Low
715,4,condition_affects_srotas,Low
715,3,condition_affects_srotas,Medium
716,5,condition_affects_srotas,High
717,10,condition_affects_srotas,Medium
717,11,condition_affects_srotas,High
718,10,condition_affects_srotas,High
718,11,condition_affects_srotas,Low
719,10,condition_affects_srotas,Medium
719,11,condition_affects_srotas,High
720,10,condition_affects_srotas,High
720,11,condition_affects_srotas,High
721,1,condition_affects_srotas,Low
721,3,condition_affects_srotas,Low
722,2,condition_affects_srotas,Medium
723,10,condition_affects_srotas,High
723,11,condition_affects_srotas,Low
724,5,condition_affects_srotas,Low
725,10,condition_affects_srotas,High
725,11,condition_affects_srotas,High
726,1,condition_affects_srotas,Medium
726,3,condition_affects_srotas,Low
727,5,condition_affects_srotas,Medium
728,1,condition_affects_srotas,Medium
728,3,condition_affects_srotas,Low
729,1,condition_affects_srotas,High
729,3,condition_affects_srotas,Low
730,6,condition_affects_srotas,High
731,5,condition_affects_srotas,Medium
732,9,condition_affects_srotas,Low
733,5,condition_affects_srotas,Low
734,2,condition_affects_srotas,High
735,2,condition_affects_srotas,Medium
736,1,condition_affects_srotas,High
736,3,condition_affects_srotas,Low
737,1,condition_affects_srotas,High
737,3,condition_affects_srotas,Low
738,1,condition_affects_srotas,High
738,3,condition_affects_srotas,High
739,10,condition_affects_srotas,Medium
739,11,condition_affects_srotas,Low
740,5,condition_affects_srotas,Low
741,5,condition_affects_srotas,Low
742,9,condition_affects_srotas,High
743,1,condition_affects_srotas,High
743,3,condition_affects_srotas,Low
744,1,condition_affects_srotas,Low
744,3,condition_affects_srotas,High
745,5,condition_affects_srotas,Low
746,10,condition_affects_srotas,High
746,11,condition_affects_srotas,Medium
747,10,condition_affects_srotas,Low
747,11,condition_affects_srotas,High
748,5,condition_affects_srotas,High
749,6,condition_affects_srotas,Medium
750,5,condition_affects_srotas,Medium
751,5,condition_affects_srotas,Low
752,5,condition_affects_srotas,Medium
753,1,condition_affects_srotas,Low
753,3,condition_affects_srotas,High
754,9,condition_affects_srotas,High
755,6,condition_affects_srotas,High
756,4,condition_affects_srotas,High
756,3,condition_affects_srotas,Medium
757,10,condition_affects_srotas,High
757,11,condition_affects_srotas,Medium
758,4,condition_affects_srotas,High
758,3,condition_affects_srotas,High
759,1,condition_affects_srotas,High
759,3,condition_affects_srotas,High
760,10,condition_affects_srotas,Medium
760,11,condition_affects_srotas,Medium
761,1,condition_affects_srotas,High
761,3,condition_affects_srotas,Medium
762,5,condition_affects_srotas,High
763,4,condition_affects_srotas,Low
763,3,condition_affects_srotas,Medium
764,5,condition_affects_srotas,Medium
765,5,condition_affects_srotas,Low
766,2,condition_affects_srotas,High
767,4,condition_affects_srotas,Low
767,3,condition_affects_srotas,Medium
768,5,condition_affects_srotas,High
769,1,condition_affects_srotas,Medium
769,3,condition_affects_srotas,Medium
770,1,condition_affects_srotas,High
770,3,condition_affects_srotas,High
771,9,condition_affects_srotas,Medium
772,1,condition_affects_srotas,High
772,3,condition_affects_srotas,High
773,10,condition_affects_srotas,Medium
773,11,condition_affects_srotas,Low
774,4,condition_affects_srotas,High
774,3,condition_affects_srotas,Low
775,5,condition_affects_srotas,High
776,5,condition_affects_srotas,High
777,5,condition_affects_srotas,Medium
778,10,condition_affects_srotas,High
778,11,condition_affects_srotas,High
779,2,condition_affects_srotas,Low
780,1,condition_affects_srotas,Medium
780,3,condition_affects_srotas,Low
781,5,condition_affects_srotas,High
782,6,condition_affects_srotas,Medium
783,4,condition_affects_srotas,Low
783,3,condition_affects_srotas,Low
784,10,condition_affects_srotas,Medium
784,11,condition_affects_srotas,Medium
785,1,condition_affects_srotas,Low
785,3,condition_affects_srotas,High
786,10,condition_affects_srotas,Medium
786,11,condition_affects_srotas,Low
787,5,condition_affects_srotas,Medium
788,4,condition_affects_srotas,Low
788,3,condition_affects_srotas,Low
789,5,condition_affects_srotas,Low
790,5,condition_affects_srotas,Medium
791,10,condition_affects_srotas,High
791,11,condition_affects_srotas,Medium
792,2,condition_affects_srotas,Medium
793,6,condition_affects_srotas,High
794,5,condition_affects_srotas,Low
795,1,condition_affects_srotas,Low
795,3,condition_affects_srotas,Low
796,4,condition_affects_srotas,Low
796,3,condition_affects_srotas,High
797,10,condition_affects_srotas,High
797,11,condition_affects_srotas,High
798,1,condition_affects_srotas,Low
798,3,condition_affects_srotas,High
799,5,condition_affects_srotas,High
800,6,condition_affects_srotas,Medium
801,1,condition_affects_srotas,Low
801,3,condition_affects_srotas,Low
802,5,condition_affects_srotas,Low
803,10,condition_affects_srotas,Low
803,11,condition_affects_srotas,Medium
804,5,condition_affects_srotas,Medium
805,1,condition_affects_srotas,Medium
805,3,condition_affects_srotas,High
806,4,condition_affects_srotas,Medium
806,3,condition_affects_srotas,Low
807,10,condition_affects_srotas,High
807,11,condition_affects_srotas,Low
808,6,condition_affects_srotas,High
809,9,condition_affects_srotas,Medium
810,10,condition_affects_srotas,Medium
810,11,condition_affects_srotas,Low
811,1,condition_affects_srotas,Medium
811,3,condition_affects_srotas,Low
812,5,condition_affects_srotas,Medium
813,1,condition_affects_srotas,Medium
813,3,condition_affects_srotas,High
814,9,condition_affects_srotas,Low
815,5,condition_affects_srotas,Medium
816,10,condition_affects_srotas,Medium
816,11,condition_affects_srotas,Medium
817,5,condition_affects_srotas,Medium
818,1,condition_affects_srotas,Low
818,3,condition_affects_srotas,Low
819,2,condition_affects_srotas,Low
820,1,condition_affects_srotas,Low
820,3,condition_affects_srotas,Low
821,4,condition_affects_srotas,Medium
821,3,condition_affects_srotas,Low
822,10,condition_affects_srotas,Medium
822,11,condition_affects_srotas,High
823,2,condition_affects_srotas,High
824,6,condition_affects_srotas,Medium
825,5,condition_affects_srotas,High
826,1,condition_affects_srotas,High
826,3,condition_affects_srotas,Low
827,1,condition_affects_srotas,High
827,3,condition_affects_srotas,Medium
828,10,condition_affects_srotas,High
828,11,condition_affects_srotas,High
829,5,condition_affects_srotas,Medium
830,10,condition_affects_srotas,Medium
830,11,condition_affects_srotas,Low
831,5,condition_affects_srotas,Low
832,4,condition_affects_srotas,Medium
832,3,condition_affects_srotas,Medium
833,10,condition_affects_srotas,Medium
833,11,condition_affects_srotas,Low
834,2,condition_affects_srotas,Low
835,1,condition_affects_srotas,Low
835,3,condition_affects_srotas,High
836,5,condition_affects_srotas,High
837,10,condition_affects_srotas,High
837,11,condition_affects_srotas,High
838,1,condition_affects_srotas,Low
838,3,condition_affects_srotas,Low
839,2,condition_affects_srotas,Medium
840,1,condition_affects_srotas,Low
840,3,condition_affects_srotas,Low
841,1,condition_affects_srotas,Medium
841,3,condition_affects_srotas,High
842,5,condition_affects_srotas,Low
843,10,condition_affects_srotas,Low
843,11,condition_affects_srotas,Medium
844,1,condition_affects_srotas,Low
844,3,condition_affects_srotas,Low
845,9,condition_affects_srotas,Medium
846,6,condition_affects_srotas,Medium
847,10,condition_affects_srotas,Low
847,11,condition_affects_srotas,Medium
848,6,condition_affects_srotas,High
849,10,condition_affects_srotas,Medium
849,11,condition_affects_srotas,Medium
850,1,condition_affects_srotas,High
850,3,condition_affects_srotas,Medium
851,9,condition_affects_srotas,Medium
852,1,condition_affects_srotas,High
852,3,condition_affects_srotas,Low
853,2,condition_affects_srotas,High
854,2,condition_affects_srotas,High
855,5,condition_affects_srotas,High
856,1,condition_affects_srotas,Low
856,3,condition_affects_srotas,High
857,2,condition_affects_srotas,Low
858,5,condition_affects_srotas,Low
859,2,condition_affects_srotas,Medium
860,5,condition_affects_srotas,Medium
861,10,condition_affects_srotas,Medium
861,11,condition_affects_srotas,Low
862,6,condition_affects_srotas,Medium
863,10,condition_affects_srotas,High
863,11,condition_affects_srotas,Low
864,1,condition_affects_srotas,High
864,3,condition_affects_srotas,High
865,10,condition_affects_srotas,High
865,11,condition_affects_srotas,Low
866,5,condition_affects_srotas,High
867,5,condition_affects_srotas,Low
868,5,condition_affects_srotas,High
869,1,condition_affects_srotas,Low
869,3,condition_affects_srotas,Medium
870,2,condition_affects_srotas,High
871,6,condition_affects_srotas,Medium
872,10,condition_affects_srotas,Medium
872,11,condition_affects_srotas,High
873,5,condition_affects_srotas,Medium
874,2,condition_affects_srotas,Low
875,10,condition_affects_srotas,Medium
875,11,condition_affects_srotas,Medium
876,5,condition_affects_srotas,High
877,10,condition_affects_srotas,Medium
877,11,condition_affects_srotas,High
878,1,condition_affects_srotas,Low
878,3,condition_affects_srotas,High
879,2,condition_affects_srotas,Low
880,5,condition_affects_srotas,Low
881,1,condition_affects_srotas,Medium
881,3,condition_affects_srotas,Medium
882,6,condition_affects_srotas,Medium
883,10,condition_affects_srotas,Medium
883,11,condition_affects_srotas,Medium
884,10,condition_affects_srotas,Medium
884,11,condition_affects_srotas,Medium
885,10,condition_affects_srotas,Medium
885,11,condition_affects_srotas,Medium
886,5,condition_affects_srotas,Medium
887,5,condition_affects_srotas,Medium
888,5,condition_affects_srotas,Medium
889,2,condition_affects_srotas,Low
890,2,condition_affects_srotas,High
891,10,condition_affects_srotas,Medium
891,11,condition_affects_srotas,Medium
892,5,condition_affects_srotas,Low
893,10,condition_affects_srotas,High
893,11,condition_affects_srotas,Low
894,5,condition_affects_srotas,Low
895,1,condition_affects_srotas,High
895,3,condition_affects_srotas,Medium
896,10,condition_affects_srotas,Low
896,11,condition_affects_srotas,High
897,1,condition_affects_srotas,Low
897,3,condition_affects_srotas,Low
898,10,condition_affects_srotas,Low
898,11,condition_affects_srotas,Low
899,1,condition_affects_srotas,Medium
899,3,condition_affects_srotas,High
900,2,condition_affects_srotas,High
901,2,condition_affects_srotas,Low
902,1,condition_affects_srotas,High
902,3,condition_affects_srotas,High
903,10,condition_affects_srotas,Medium
903,11,condition_affects_srotas,Medium
904,5,condition_affects_srotas,Low
905,5,condition_affects_srotas,Medium
906,1,condition_affects_srotas,Medium
906,3,condition_affects_srotas,High
907,10,condition_affects_srotas,Medium
907,11,condition_affects_srotas,High
908,1,condition_affects_srotas,Medium
908,3,condition_affects_srotas,Low
909,5,condition_affects_srotas,Low
910,2,condition_affects_srotas,Low
911,9,condition_affects_srotas,Medium
912,5,condition_affects_srotas,Low
913,5,condition_affects_srotas,Low
914,10,condition_affects_srotas,High
914,11,condition_affects_srotas,Low
915,10,condition_affects_srotas,Medium
915,11,condition_affects_srotas,Medium
916,4,condition_affects_srotas,Low
916,3,condition_affects_srotas,Low
917,2,condition_affects_srotas,Low
918,5,condition_affects_srotas,High
919,5,condition_affects_srotas,Low
920,9,condition_affects_srotas,Medium
921,6,condition_affects_srotas,Medium
922,10,condition_affects_srotas,Medium
922,11,condition_affects_srotas,Medium
923,10,condition_affects_srotas,Medium
923,11,condition_affects_srotas,Medium
924,2,condition_affects_srotas,Medium
925,2,condition_affects_srotas,High
926,2,condition_affects_srotas,Medium
927,4,condition_affects_srotas,Medium
927,3,condition_affects_srotas,Low
928,10,condition_affects_srotas,High
928,11,condition_affects_srotas,High
929,5,condition_affects_srotas,Low
930,1,condition_affects_srotas,Medium
930,3,condition_affects_srotas,Medium
931,2,condition_affects_srotas,Medium
932,1,condition_affects_srotas,High
932,3,condition_affects_srotas,Low
933,5,condition_affects_srotas,High
934,5,condition_affects_srotas,Low
935,2,condition_affects_srotas,Medium
936,10,condition_affects_srotas,Medium
936,11,condition_affects_srotas,High
937,1,condition_affects_srotas,High
937,3,condition_affects_srotas,High
938,5,condition_affects_srotas,High
939,5,condition_affects_srotas,Low
940,5,condition_affects_srotas,Medium
941,5,condition_affects_srotas,Low
942,1,condition_affects_srotas,Medium
942,3,condition_affects_srotas,Medium
943,1,condition_affects_srotas,Low
943,3,condition_affects_srotas,High
944,2,condition_affects_srotas,Low
945,5,condition_affects_srotas,Low
946,5,condition_affects_srotas,Low
947,6,condition_affects_srotas,Low
948,1,condition_affects_srotas,High
948,3,condition_affects_srotas,Medium
949,6,condition_affects_srotas,High
950,1,condition_affects_srotas,Medium
950,3,condition_affects_srotas,High
951,5,condition_affects_srotas,Medium
952,10,condition_affects_srotas,High
952,11,condition_affects_srotas,Low
953,10,condition_affects_srotas,Low
953,11,condition_affects_srotas,High
954,5,condition_affects_srotas,Low
955,1,condition_affects_srotas,Medium
955,3,condition_affects_srotas,Low
956,5,condition_affects_srotas,Medium
957,1,condition_affects_srotas,High
957,3,condition_affects_srotas,High
958,5,condition_affects_srotas,Low
959,5,condition_affects_srotas,High
960,6,condition_affects_srotas,Medium
961,9,condition_affects_srotas,High
962,5,condition_affects_srotas,Low
963,5,condition_affects_srotas,Low
964,2,condition_affects_srotas,Low
965,2,condition_affects_srotas,Low
966,10,condition_affects_srotas,Low
966,11,condition_affects_srotas,High
967,5,condition_affects_srotas,Medium
968,6,condition_affects_srotas,Medium
969,5,condition_affects_srotas,High
970,1,condition_affects_srotas,High
970,3,condition_affects_srotas,Low
971,10,condition_affects_srotas,Medium
971,11,condition_affects_srotas,High
972,5,condition_affects_srotas,High
973,1,condition_affects_srotas,Medium
973,3,condition_affects_srotas,High
974,1,condition_affects_srotas,High
974,3,condition_affects_srotas,High
975,2,condition_affects_srotas,High
976,6,condition_affects_srotas,High
977,10,condition_affects_srotas,Medium
977,11,condition_affects_srotas,Medium
978,5,condition_affects_srotas,High
979,1,condition_affects_srotas,High
979,3,condition_affects_srotas,High
980,10,condition_affects_srotas,Medium
980,11,condition_affects_srotas,Medium
981,1,condition_affects_srotas,Low
981,3,condition_affects_srotas,High
982,1,condition_affects_srotas,Low
982,3,condition_affects_srotas,Medium
983,5,condition_affects_srotas,High
984,5,condition_affects_srotas,Medium
985,2,condition_affects_srotas,Medium
986,1,condition_affects_srotas,Low
986,3,condition_affects_srotas,Low
987,1,condition_affects_srotas,High
987,3,condition_affects_srotas,Medium
988,4,condition_affects_srotas,Low
988,3,condition_affects_srotas,Medium
989,6,condition_affects_srotas,Medium
990,10,condition_affects_srotas,High
990,11,condition_affects_srotas,Medium
991,10,condition_affects_srotas,Low
991,11,condition_affects_srotas,High
992,5,condition_affects_srotas,High
