source_node_id,target_node_id,relationship_type,intensity
876,5,herb_has_rasa,Medium
877,6,herb_has_rasa,Low
878,6,herb_has_rasa,Medium
879,3,herb_has_rasa,High
880,1,herb_has_rasa,Medium
881,2,herb_has_rasa,Medium
882,5,herb_has_rasa,Medium
883,1,herb_has_rasa,Low
884,1,herb_has_rasa,Low
885,4,herb_has_rasa,High
886,3,herb_has_rasa,Low
887,6,herb_has_rasa,Low
888,2,herb_has_rasa,Medium
889,3,herb_has_rasa,Medium
890,1,herb_has_rasa,Low
891,6,herb_has_rasa,High
892,3,herb_has_rasa,Medium
893,6,herb_has_rasa,Medium
894,5,herb_has_rasa,Medium
895,3,herb_has_rasa,High
896,6,herb_has_rasa,Low
897,2,herb_has_rasa,Low
898,5,herb_has_rasa,Low
899,1,herb_has_rasa,Low
900,4,herb_has_rasa,Medium
901,4,herb_has_rasa,High
902,5,herb_has_rasa,High
903,2,herb_has_rasa,Low
904,3,herb_has_rasa,Low
905,4,herb_has_rasa,Low
906,1,herb_has_rasa,Medium
907,3,herb_has_rasa,Medium
908,5,herb_has_rasa,High
909,4,herb_has_rasa,High
910,1,herb_has_rasa,Medium
911,4,herb_has_rasa,High
912,4,herb_has_rasa,Low
913,1,herb_has_rasa,Low
914,4,herb_has_rasa,Medium
915,5,herb_has_rasa,High
916,3,herb_has_rasa,Low
917,2,herb_has_rasa,Medium
918,2,herb_has_rasa,Low
919,3,herb_has_rasa,Medium
920,6,herb_has_rasa,Low
921,4,herb_has_rasa,High
922,1,herb_has_rasa,High
923,5,herb_has_rasa,Low
924,3,herb_has_rasa,Low
925,3,herb_has_rasa,Low
926,1,herb_has_rasa,Medium
927,6,herb_has_rasa,High
928,4,herb_has_rasa,Medium
929,1,herb_has_rasa,Medium
930,6,herb_has_rasa,High
931,4,herb_has_rasa,High
932,6,herb_has_rasa,Low
933,3,herb_has_rasa,Medium
934,6,herb_has_rasa,Low
935,4,herb_has_rasa,Low
936,2,herb_has_rasa,Low
937,5,herb_has_rasa,Low
938,3,herb_has_rasa,Medium
939,3,herb_has_rasa,Low
940,6,herb_has_rasa,Medium
941,4,herb_has_rasa,Low
942,2,herb_has_rasa,Medium
943,6,herb_has_rasa,High
944,1,herb_has_rasa,Low
945,4,herb_has_rasa,Medium
946,5,herb_has_rasa,Low
947,2,herb_has_rasa,Medium
948,5,herb_has_rasa,Low
949,5,herb_has_rasa,Medium
950,6,herb_has_rasa,High
951,2,herb_has_rasa,High
952,1,herb_has_rasa,High
953,6,herb_has_rasa,High
954,5,herb_has_rasa,Low
955,2,herb_has_rasa,Low
956,2,herb_has_rasa,Low
957,5,herb_has_rasa,Medium
958,6,herb_has_rasa,Low
959,4,herb_has_rasa,Medium
960,1,herb_has_rasa,High
961,5,herb_has_rasa,High
962,6,herb_has_rasa,Low
963,2,herb_has_rasa,Low
964,6,herb_has_rasa,Low
965,5,herb_has_rasa,High
966,4,herb_has_rasa,Medium
967,6,herb_has_rasa,Low
968,2,herb_has_rasa,Medium
969,6,herb_has_rasa,High
970,4,herb_has_rasa,Medium
971,4,herb_has_rasa,Low
972,5,herb_has_rasa,High
973,4,herb_has_rasa,High
974,5,herb_has_rasa,High
975,5,herb_has_rasa,Medium
976,3,herb_has_rasa,High
977,4,herb_has_rasa,High
978,1,herb_has_rasa,Medium
979,5,herb_has_rasa,Low
980,2,herb_has_rasa,High
981,2,herb_has_rasa,Low
982,1,herb_has_rasa,Low
983,4,herb_has_rasa,Medium
984,6,herb_has_rasa,Low
985,3,herb_has_rasa,Low
986,6,herb_has_rasa,High
987,1,herb_has_rasa,Medium
988,1,herb_has_rasa,Medium
989,6,herb_has_rasa,Medium
990,5,herb_has_rasa,Medium
991,6,herb_has_rasa,Low
992,4,herb_has_rasa,Medium
993,2,herb_has_rasa,Low
994,2,herb_has_rasa,High
995,6,herb_has_rasa,Medium
996,3,herb_has_rasa,High
997,2,herb_has_rasa,High
998,1,herb_has_rasa,High
999,3,herb_has_rasa,Medium
1000,1,herb_has_rasa,Medium
1001,6,herb_has_rasa,Low
1002,6,herb_has_rasa,Medium
1003,1,herb_has_rasa,Low
1004,3,herb_has_rasa,Medium
1005,3,herb_has_rasa,Low
1006,5,herb_has_rasa,Low
1007,5,herb_has_rasa,High
1008,5,herb_has_rasa,Low
1009,5,herb_has_rasa,Low
1010,6,herb_has_rasa,Low
1011,3,herb_has_rasa,High
1012,3,herb_has_rasa,High
1013,3,herb_has_rasa,Medium
1014,6,herb_has_rasa,Low
1015,5,herb_has_rasa,High
1016,4,herb_has_rasa,Low
1017,2,herb_has_rasa,High
1018,6,herb_has_rasa,High
1019,4,herb_has_rasa,High
1020,1,herb_has_rasa,Medium
1021,3,herb_has_rasa,Medium
1022,1,herb_has_rasa,Low
1023,1,herb_has_rasa,Medium
1024,1,herb_has_rasa,Medium
1025,1,herb_has_rasa,Low
1026,2,herb_has_rasa,High
1027,5,herb_has_rasa,High
1028,3,herb_has_rasa,Low
1029,6,herb_has_rasa,High
1030,3,herb_has_rasa,Medium
1031,6,herb_has_rasa,High
1032,6,herb_has_rasa,Medium
1033,6,herb_has_rasa,Low
1034,3,herb_has_rasa,Low
1035,2,herb_has_rasa,Low
1036,5,herb_has_rasa,Low
1037,1,herb_has_rasa,Low
1038,6,herb_has_rasa,Low
1039,6,herb_has_rasa,High
1040,6,herb_has_rasa,High
1041,1,herb_has_rasa,Medium
1042,2,herb_has_rasa,Low
1043,1,herb_has_rasa,Medium
1044,4,herb_has_rasa,High
1045,3,herb_has_rasa,Low
1046,1,herb_has_rasa,Low
1047,6,herb_has_rasa,Low
1048,2,herb_has_rasa,High
1049,1,herb_has_rasa,Low
1050,5,herb_has_rasa,High
1051,3,herb_has_rasa,High
1052,2,herb_has_rasa,High
1053,3,herb_has_rasa,High
1054,4,herb_has_rasa,High
1055,3,herb_has_rasa,Medium
1056,5,herb_has_rasa,Low
1057,2,herb_has_rasa,Low
1058,1,herb_has_rasa,High
1059,4,herb_has_rasa,Medium
1060,2,herb_has_rasa,High
1061,3,herb_has_rasa,Low
1062,6,herb_has_rasa,Low
1063,3,herb_has_rasa,Low
1064,2,herb_has_rasa,High
1065,5,herb_has_rasa,Low
1066,1,herb_has_rasa,Low
1067,5,herb_has_rasa,Medium
1068,1,herb_has_rasa,Medium
1069,5,herb_has_rasa,Low
1070,6,herb_has_rasa,High
1071,6,herb_has_rasa,Low
1072,3,herb_has_rasa,High
1073,5,herb_has_rasa,Low
1074,5,herb_has_rasa,Medium
1075,4,herb_has_rasa,Low
1076,5,herb_has_rasa,Low
1077,4,herb_has_rasa,Medium
1078,3,herb_has_rasa,Medium
1079,6,herb_has_rasa,Low
1080,6,herb_has_rasa,Low
1081,5,herb_has_rasa,Low
1082,2,herb_has_rasa,Medium
1083,3,herb_has_rasa,Medium
1084,5,herb_has_rasa,High
1085,1,herb_has_rasa,Low
1086,1,herb_has_rasa,High
1087,5,herb_has_rasa,Low
1088,5,herb_has_rasa,Medium
1089,5,herb_has_rasa,Medium
1090,3,herb_has_rasa,Low
1091,2,herb_has_rasa,Medium
1092,5,herb_has_rasa,High
1093,2,herb_has_rasa,Medium
1094,6,herb_has_rasa,Low
1095,1,herb_has_rasa,Medium
1096,4,herb_has_rasa,High
1097,1,herb_has_rasa,High
1098,5,herb_has_rasa,Medium
1099,5,herb_has_rasa,Low
1100,5,herb_has_rasa,Low
1101,6,herb_has_rasa,Medium
1102,2,herb_has_rasa,High
1103,5,herb_has_rasa,High
1104,5,herb_has_rasa,Medium
1105,6,herb_has_rasa,Low
1106,3,herb_has_rasa,Low
1107,3,herb_has_rasa,Medium
1108,6,herb_has_rasa,Low
1109,1,herb_has_rasa,Medium
1110,1,herb_has_rasa,Low
1111,4,herb_has_rasa,Medium
1112,6,herb_has_rasa,Low
1113,4,herb_has_rasa,Medium
1114,2,herb_has_rasa,Medium
1115,3,herb_has_rasa,Medium
1116,6,herb_has_rasa,Low
1117,5,herb_has_rasa,Low
1118,2,herb_has_rasa,Medium
1119,5,herb_has_rasa,Low
1120,4,herb_has_rasa,Low
1121,2,herb_has_rasa,Low
1122,5,herb_has_rasa,Low
1123,2,herb_has_rasa,Medium
1124,5,herb_has_rasa,High
1125,1,herb_has_rasa,Medium
1126,2,herb_has_rasa,Low
1127,4,herb_has_rasa,Medium
1128,1,herb_has_rasa,High
1129,1,herb_has_rasa,High
1130,1,herb_has_rasa,Low
1131,2,herb_has_rasa,Medium
1132,3,herb_has_rasa,Low
1133,4,herb_has_rasa,High
1134,5,herb_has_rasa,High
1135,5,herb_has_rasa,Low
1136,1,herb_has_rasa,Medium
1137,2,herb_has_rasa,High
1138,3,herb_has_rasa,High
1139,2,herb_has_rasa,Medium
1140,3,herb_has_rasa,Low
1141,3,herb_has_rasa,Medium
1142,4,herb_has_rasa,Low
1143,2,herb_has_rasa,Low
1144,4,herb_has_rasa,Medium
1145,2,herb_has_rasa,Low
1146,4,herb_has_rasa,High
1147,1,herb_has_rasa,High
1148,3,herb_has_rasa,Low
1149,2,herb_has_rasa,High
1150,1,herb_has_rasa,High
1151,3,herb_has_rasa,High
1152,6,herb_has_rasa,High
1153,2,herb_has_rasa,Low
1154,3,herb_has_rasa,Low
1155,1,herb_has_rasa,Low
1156,6,herb_has_rasa,Medium
1157,2,herb_has_rasa,Low
1158,4,herb_has_rasa,Medium
1159,3,herb_has_rasa,High
1160,1,herb_has_rasa,Low
1161,4,herb_has_rasa,Low
1162,3,herb_has_rasa,Medium
1163,4,herb_has_rasa,Low
1164,4,herb_has_rasa,Low
1165,2,herb_has_rasa,Low
1166,3,herb_has_rasa,Medium
1167,6,herb_has_rasa,High
1168,3,herb_has_rasa,Low
1169,2,herb_has_rasa,High
1170,5,herb_has_rasa,High
1171,1,herb_has_rasa,Medium
1172,3,herb_has_rasa,High
1173,4,herb_has_rasa,Low
1174,4,herb_has_rasa,High
1175,3,herb_has_rasa,Low
1176,5,herb_has_rasa,Medium
1177,5,herb_has_rasa,High
1178,5,herb_has_rasa,Medium
1179,2,herb_has_rasa,Medium
1180,5,herb_has_rasa,High
1181,3,herb_has_rasa,Medium
1182,5,herb_has_rasa,Low
1183,3,herb_has_rasa,High
1184,2,herb_has_rasa,Low
1185,2,herb_has_rasa,High
1186,1,herb_has_rasa,High
1187,3,herb_has_rasa,Medium
1188,3,herb_has_rasa,Medium
1189,3,herb_has_rasa,High
1190,1,herb_has_rasa,High
1191,4,herb_has_rasa,High
1192,1,herb_has_rasa,High
1193,2,herb_has_rasa,Low
1194,6,herb_has_rasa,Low
1195,3,herb_has_rasa,Low
1196,1,herb_has_rasa,High
1197,4,herb_has_rasa,Low
1198,6,herb_has_rasa,Medium
1199,4,herb_has_rasa,High
1200,3,herb_has_rasa,Low
1201,3,herb_has_rasa,Low
1202,5,herb_has_rasa,Low
1203,4,herb_has_rasa,Low
1204,5,herb_has_rasa,Medium
1205,5,herb_has_rasa,High
1206,3,herb_has_rasa,Medium
1207,4,herb_has_rasa,Medium
1208,4,herb_has_rasa,Medium
1209,5,herb_has_rasa,Medium
1210,6,herb_has_rasa,High
1211,5,herb_has_rasa,Medium
1212,5,herb_has_rasa,Medium
1213,1,herb_has_rasa,Medium
1214,3,herb_has_rasa,High
1215,2,herb_has_rasa,Medium
1216,3,herb_has_rasa,High
1217,3,herb_has_rasa,Medium
1218,4,herb_has_rasa,High
1219,4,herb_has_rasa,Low
1220,6,herb_has_rasa,Low
1221,5,herb_has_rasa,Low
1222,3,herb_has_rasa,Low
1223,3,herb_has_rasa,Medium
1224,1,herb_has_rasa,High
1225,2,herb_has_rasa,High
1226,4,herb_has_rasa,Low
1227,2,herb_has_rasa,Medium
1228,1,herb_has_rasa,High
1229,2,herb_has_rasa,High
1230,1,herb_has_rasa,Medium
1231,1,herb_has_rasa,Low
1232,6,herb_has_rasa,Low
1233,3,herb_has_rasa,Low
1234,5,herb_has_rasa,High
1235,2,herb_has_rasa,High
1236,1,herb_has_rasa,Low
1237,1,herb_has_rasa,Medium
1238,5,herb_has_rasa,High
1239,3,herb_has_rasa,Low
1240,4,herb_has_rasa,High
1241,5,herb_has_rasa,Medium
1242,5,herb_has_rasa,High
1243,5,herb_has_rasa,High
1244,5,herb_has_rasa,Low
1245,2,herb_has_rasa,Medium
1246,4,herb_has_rasa,High
1247,5,herb_has_rasa,High
1248,1,herb_has_rasa,Medium
1249,3,herb_has_rasa,High
1250,2,herb_has_rasa,Medium
1251,5,herb_has_rasa,Medium
1252,5,herb_has_rasa,Low
1253,2,herb_has_rasa,Low
1254,4,herb_has_rasa,Medium
1255,6,herb_has_rasa,Low
1256,4,herb_has_rasa,Medium
1257,3,herb_has_rasa,Low
1258,2,herb_has_rasa,Medium
1259,5,herb_has_rasa,High
1260,1,herb_has_rasa,Low
1261,6,herb_has_rasa,High
1262,4,herb_has_rasa,High
1263,5,herb_has_rasa,High
1264,5,herb_has_rasa,Medium
1265,5,herb_has_rasa,High
1266,5,herb_has_rasa,High
1267,3,herb_has_rasa,High
1268,2,herb_has_rasa,High
1269,4,herb_has_rasa,Medium
1270,5,herb_has_rasa,High
1271,1,herb_has_rasa,Low
1272,5,herb_has_rasa,High
1273,3,herb_has_rasa,High
1274,4,herb_has_rasa,Medium
1275,6,herb_has_rasa,Low
1276,3,herb_has_rasa,High
1277,4,herb_has_rasa,High
1278,5,herb_has_rasa,High
1279,5,herb_has_rasa,Medium
1280,6,herb_has_rasa,Medium
1281,1,herb_has_rasa,High
1282,4,herb_has_rasa,High
1283,1,herb_has_rasa,Low
1284,3,herb_has_rasa,High
1285,5,herb_has_rasa,Low
1286,5,herb_has_rasa,Medium
1287,5,herb_has_rasa,High
1288,6,herb_has_rasa,High
1289,1,herb_has_rasa,Low
1290,4,herb_has_rasa,High
1291,5,herb_has_rasa,Low
1292,1,herb_has_rasa,Low
1293,1,herb_has_rasa,High
1294,2,herb_has_rasa,Medium
1295,6,herb_has_rasa,Medium
1296,4,herb_has_rasa,Low
1297,4,herb_has_rasa,Medium
1298,6,herb_has_rasa,Medium
1299,4,herb_has_rasa,Low
1300,4,herb_has_rasa,Low
1301,6,herb_has_rasa,Medium
1302,2,herb_has_rasa,High
1303,2,herb_has_rasa,Low
1304,6,herb_has_rasa,Medium
1305,5,herb_has_rasa,High
1306,5,herb_has_rasa,High
1307,2,herb_has_rasa,High
1308,3,herb_has_rasa,High
1309,1,herb_has_rasa,High
1310,3,herb_has_rasa,Medium
1311,1,herb_has_rasa,High
1312,4,herb_has_rasa,Medium
1313,6,herb_has_rasa,High
1314,3,herb_has_rasa,Medium
1315,2,herb_has_rasa,High
1316,2,herb_has_rasa,High
1317,5,herb_has_rasa,Medium
1318,1,herb_has_rasa,Medium
1319,5,herb_has_rasa,High
1320,4,herb_has_rasa,Medium
1321,6,herb_has_rasa,Low
1322,3,herb_has_rasa,Low
1323,3,herb_has_rasa,High
1324,2,herb_has_rasa,Low
1325,5,herb_has_rasa,Low
1326,6,herb_has_rasa,High
1327,3,herb_has_rasa,Medium
1328,3,herb_has_rasa,High
1329,4,herb_has_rasa,Low
1330,4,herb_has_rasa,Medium
1331,6,herb_has_rasa,Medium
1332,2,herb_has_rasa,High
1333,1,herb_has_rasa,Medium
1334,6,herb_has_rasa,Medium
1335,1,herb_has_rasa,Low
1336,3,herb_has_rasa,High
1337,5,herb_has_rasa,High
1338,1,herb_has_rasa,Medium
1339,1,herb_has_rasa,High
1340,5,herb_has_rasa,Low
1341,3,herb_has_rasa,Low
1342,2,herb_has_rasa,Medium
1343,2,herb_has_rasa,Medium
1344,2,herb_has_rasa,Medium
1345,6,herb_has_rasa,Low
1346,6,herb_has_rasa,Medium
1347,6,herb_has_rasa,Low
1348,5,herb_has_rasa,Low
1349,1,herb_has_rasa,Low
1350,5,herb_has_rasa,High
1351,2,herb_has_rasa,Medium
1352,6,herb_has_rasa,Low
1353,1,herb_has_rasa,Medium
1354,4,herb_has_rasa,High
1355,1,herb_has_rasa,Medium
1356,5,herb_has_rasa,Medium
1357,5,herb_has_rasa,Medium
1358,2,herb_has_rasa,High
1359,4,herb_has_rasa,High
1360,5,herb_has_rasa,Low
1361,6,herb_has_rasa,Medium
1362,3,herb_has_rasa,High
1363,2,herb_has_rasa,Medium
1364,1,herb_has_rasa,Medium
1365,3,herb_has_rasa,Low
1366,1,herb_has_rasa,High
1367,1,herb_has_rasa,High
1368,3,herb_has_rasa,Medium
1369,2,herb_has_rasa,Low
1370,4,herb_has_rasa,High
1371,2,herb_has_rasa,High
1372,6,herb_has_rasa,Low
1373,4,herb_has_rasa,Medium
1374,5,herb_has_rasa,Low
1375,5,herb_has_rasa,High
1376,6,herb_has_rasa,High
1377,2,herb_has_rasa,Low
1378,4,herb_has_rasa,Low
1379,2,herb_has_rasa,Medium
1380,1,herb_has_rasa,High
1381,1,herb_has_rasa,High
1382,2,herb_has_rasa,Medium
1383,4,herb_has_rasa,High
1384,6,herb_has_rasa,High
1385,3,herb_has_rasa,Medium
1386,2,herb_has_rasa,Medium
1387,6,herb_has_rasa,Low
1388,6,herb_has_rasa,Medium
1389,2,herb_has_rasa,Medium
1390,3,herb_has_rasa,High
1391,2,herb_has_rasa,Low
1392,2,herb_has_rasa,High
1393,5,herb_has_rasa,Low
1394,5,herb_has_rasa,High
1395,4,herb_has_rasa,High
1396,5,herb_has_rasa,Medium
1397,5,herb_has_rasa,High
1398,3,herb_has_rasa,Medium
1399,4,herb_has_rasa,High
1400,3,herb_has_rasa,Low
1401,1,herb_has_rasa,High
1402,3,herb_has_rasa,Low
1403,5,herb_has_rasa,Medium
1404,2,herb_has_rasa,High
1405,4,herb_has_rasa,Medium
1406,2,herb_has_rasa,Medium
1407,6,herb_has_rasa,Medium
1408,1,herb_has_rasa,High
1409,3,herb_has_rasa,Medium
1410,4,herb_has_rasa,High
1411,1,herb_has_rasa,High
1412,2,herb_has_rasa,Low
1413,4,herb_has_rasa,High
1414,3,herb_has_rasa,High
1415,1,herb_has_rasa,High
1416,3,herb_has_rasa,High
1417,4,herb_has_rasa,Low
1418,6,herb_has_rasa,Low
1419,1,herb_has_rasa,High
1420,5,herb_has_rasa,High
1421,3,herb_has_rasa,Medium
1422,1,herb_has_rasa,Medium
1423,5,herb_has_rasa,Low
1424,4,herb_has_rasa,Medium
1425,6,herb_has_rasa,Low
1426,4,herb_has_rasa,High
1427,2,herb_has_rasa,Low
1428,1,herb_has_rasa,Medium
1429,3,herb_has_rasa,High
1430,4,herb_has_rasa,Medium
1431,4,herb_has_rasa,Low
1432,3,herb_has_rasa,High
1433,4,herb_has_rasa,Low
1434,4,herb_has_rasa,Low
1435,4,herb_has_rasa,High
1436,5,herb_has_rasa,Low
1437,2,herb_has_rasa,Low
1438,1,herb_has_rasa,Low
1439,3,herb_has_rasa,Low
1440,6,herb_has_rasa,Low
1441,4,herb_has_rasa,Low
1442,2,herb_has_rasa,Low
1443,1,herb_has_rasa,High
1444,3,herb_has_rasa,Low
1445,1,herb_has_rasa,Low
1446,2,herb_has_rasa,Medium
1447,2,herb_has_rasa,Medium
1448,5,herb_has_rasa,Low
1449,1,herb_has_rasa,High
1450,5,herb_has_rasa,Medium
1451,1,herb_has_rasa,Medium
1452,6,herb_has_rasa,Low
1453,1,herb_has_rasa,High
1454,4,herb_has_rasa,Medium
1455,4,herb_has_rasa,High
1456,5,herb_has_rasa,Medium
1457,6,herb_has_rasa,Medium
1458,5,herb_has_rasa,High
1459,3,herb_has_rasa,Low
1460,6,herb_has_rasa,High
1461,6,herb_has_rasa,Low
1462,1,herb_has_rasa,High
1463,5,herb_has_rasa,Medium
1464,4,herb_has_rasa,High
1465,4,herb_has_rasa,Low
1466,6,herb_has_rasa,Medium
1467,3,herb_has_rasa,High
1468,1,herb_has_rasa,High
1469,6,herb_has_rasa,Medium
1470,4,herb_has_rasa,Low
1471,2,herb_has_rasa,Medium
1472,1,herb_has_rasa,High
1473,4,herb_has_rasa,Low
1474,6,herb_has_rasa,High
1475,2,herb_has_rasa,High
1476,4,herb_has_rasa,High
1477,4,herb_has_rasa,Medium
1478,6,herb_has_rasa,High
1479,2,herb_has_rasa,Medium
1480,2,herb_has_rasa,Medium
1481,1,herb_has_rasa,High
1482,2,herb_has_rasa,High
1483,6,herb_has_rasa,Low
1484,1,herb_has_rasa,High
1485,2,herb_has_rasa,High
1486,6,herb_has_rasa,Medium
1487,1,herb_has_rasa,Medium
1488,5,herb_has_rasa,High
1489,2,herb_has_rasa,High
1490,6,herb_has_rasa,High
1491,6,herb_has_rasa,High
1492,1,herb_has_rasa,High
1493,4,herb_has_rasa,Medium
1494,6,herb_has_rasa,Medium
1495,6,herb_has_rasa,Low
1496,2,herb_has_rasa,Medium
1497,3,herb_has_rasa,Medium
1498,5,herb_has_rasa,Low
1499,5,herb_has_rasa,Medium
1500,5,herb_has_rasa,Medium
1501,3,herb_has_rasa,Medium
1502,1,herb_has_rasa,Low
