source_node_id,target_node_id,relationship_type,frequency,severity_correlation,primary_symptom_flag
1,316,condition_manifests_as_symptom,Low,Low,TRUE
1,317,condition_manifests_as_symptom,High,Medium,FALSE
1,318,condition_manifests_as_symptom,Low,Medium,TRUE
1,319,condition_manifests_as_symptom,High,Strong,TRUE
1,320,condition_manifests_as_symptom,High,Medium,TRUE
1,321,condition_manifests_as_symptom,Low,Medium,TRUE
1,322,condition_manifests_as_symptom,High,Strong,TRUE
1,323,condition_manifests_as_symptom,Medium,Medium,TRUE
1,324,condition_manifests_as_symptom,Medium,Strong,FALSE
1,326,condition_manifests_as_symptom,Low,Medium,TRUE
1,327,condition_manifests_as_symptom,Low,Strong,TRUE
1,328,condition_manifests_as_symptom,Medium,Low,TRUE
1,329,condition_manifests_as_symptom,Low,Low,TRUE
1,330,condition_manifests_as_symptom,High,Low,TRUE
1,332,condition_manifests_as_symptom,Medium,Strong,TRUE
1,335,condition_manifests_as_symptom,High,Low,TRUE
1,337,condition_manifests_as_symptom,High,Low,FALSE
1,338,condition_manifests_as_symptom,Medium,Strong,FALSE
1,339,condition_manifests_as_symptom,High,Strong,TRUE
1,341,condition_manifests_as_symptom,Low,Low,TRUE
1,342,condition_manifests_as_symptom,High,Low,TRUE
1,343,condition_manifests_as_symptom,High,Low,TRUE
1,344,condition_manifests_as_symptom,High,Low,TRUE
1,345,condition_manifests_as_symptom,High,Medium,FALSE
1,346,condition_manifests_as_symptom,High,Medium,TRUE
1,347,condition_manifests_as_symptom,Low,Strong,FALSE
1,348,condition_manifests_as_symptom,Low,Low,TRUE
1,349,condition_manifests_as_symptom,Low,Low,FALSE
1,18,condition_manifests_as_symptom,Low,Medium,FALSE
1,37,condition_manifests_as_symptom,Medium,Strong,FALSE
1,47,condition_manifests_as_symptom,Medium,Strong,FALSE
1,69,condition_manifests_as_symptom,Low,Medium,FALSE
1,70,condition_manifests_as_symptom,High,Medium,FALSE
1,88,condition_manifests_as_symptom,Medium,Medium,FALSE
1,102,condition_manifests_as_symptom,Medium,Strong,FALSE
1,209,condition_manifests_as_symptom,Medium,Low,FALSE
1,223,condition_manifests_as_symptom,High,Low,FALSE
1,248,condition_manifests_as_symptom,Low,Low,FALSE
1,260,condition_manifests_as_symptom,High,Medium,FALSE
1,273,condition_manifests_as_symptom,High,Medium,FALSE
1,281,condition_manifests_as_symptom,Low,Strong,FALSE
1,285,condition_manifests_as_symptom,High,Medium,FALSE
1,331,condition_manifests_as_symptom,Low,Strong,FALSE
1,26,condition_manifests_as_symptom,Low,Strong,FALSE
1,31,condition_manifests_as_symptom,High,Low,FALSE
1,44,condition_manifests_as_symptom,Medium,Low,FALSE
1,56,condition_manifests_as_symptom,Low,Strong,FALSE
1,57,condition_manifests_as_symptom,High,Low,FALSE
1,67,condition_manifests_as_symptom,Medium,Strong,FALSE
1,75,condition_manifests_as_symptom,High,Medium,FALSE
1,137,condition_manifests_as_symptom,Medium,Medium,FALSE
1,196,condition_manifests_as_symptom,Medium,Low,FALSE
1,202,condition_manifests_as_symptom,High,Strong,FALSE
1,205,condition_manifests_as_symptom,Low,Strong,FALSE
1,208,condition_manifests_as_symptom,Medium,Low,FALSE
1,226,condition_manifests_as_symptom,Medium,Low,FALSE
1,254,condition_manifests_as_symptom,Low,Strong,FALSE
1,261,condition_manifests_as_symptom,Low,Low,FALSE
1,275,condition_manifests_as_symptom,High,Medium,FALSE
1,290,condition_manifests_as_symptom,Medium,Medium,FALSE
1,333,condition_manifests_as_symptom,High,Medium,FALSE
1,336,condition_manifests_as_symptom,Medium,Strong,FALSE
1,2,condition_manifests_as_symptom,Low,Low,FALSE
1,6,condition_manifests_as_symptom,Low,Low,FALSE
1,15,condition_manifests_as_symptom,Low,Strong,FALSE
1,50,condition_manifests_as_symptom,Low,Low,FALSE
1,89,condition_manifests_as_symptom,Low,Medium,FALSE
1,90,condition_manifests_as_symptom,Medium,Strong,FALSE
1,95,condition_manifests_as_symptom,Medium,Low,FALSE
1,96,condition_manifests_as_symptom,Low,Low,FALSE
1,133,condition_manifests_as_symptom,Medium,Medium,FALSE
1,163,condition_manifests_as_symptom,Medium,Strong,FALSE
1,177,condition_manifests_as_symptom,High,Low,FALSE
1,193,condition_manifests_as_symptom,High,Low,FALSE
1,244,condition_manifests_as_symptom,High,Low,FALSE
1,257,condition_manifests_as_symptom,High,Low,FALSE
1,269,condition_manifests_as_symptom,Medium,Medium,FALSE
5,1,condition_manifests_as_symptom,High,Medium,TRUE
5,4,condition_manifests_as_symptom,High,Medium,FALSE
5,7,condition_manifests_as_symptom,High,Low,TRUE
5,8,condition_manifests_as_symptom,Low,Medium,FALSE
5,10,condition_manifests_as_symptom,Low,Strong,TRUE
5,11,condition_manifests_as_symptom,Low,Medium,TRUE
5,13,condition_manifests_as_symptom,Low,Strong,FALSE
5,14,condition_manifests_as_symptom,High,Low,FALSE
5,17,condition_manifests_as_symptom,Low,Strong,TRUE
5,19,condition_manifests_as_symptom,Low,Strong,TRUE
5,20,condition_manifests_as_symptom,High,Low,TRUE
5,22,condition_manifests_as_symptom,Low,Strong,TRUE
5,25,condition_manifests_as_symptom,Low,Strong,FALSE
5,32,condition_manifests_as_symptom,High,Medium,TRUE
5,33,condition_manifests_as_symptom,Medium,Low,TRUE
5,34,condition_manifests_as_symptom,Medium,Medium,TRUE
5,35,condition_manifests_as_symptom,High,Medium,TRUE
5,36,condition_manifests_as_symptom,Medium,Medium,FALSE
5,38,condition_manifests_as_symptom,Medium,Strong,FALSE
5,39,condition_manifests_as_symptom,High,Strong,TRUE
5,40,condition_manifests_as_symptom,High,Strong,TRUE
5,41,condition_manifests_as_symptom,Low,Low,TRUE
5,42,condition_manifests_as_symptom,Medium,Low,FALSE
5,43,condition_manifests_as_symptom,Low,Medium,TRUE
5,46,condition_manifests_as_symptom,Low,Low,TRUE
5,47,condition_manifests_as_symptom,Medium,Low,FALSE
5,49,condition_manifests_as_symptom,High,Strong,FALSE
5,51,condition_manifests_as_symptom,Low,Low,TRUE
5,52,condition_manifests_as_symptom,High,Medium,TRUE
5,53,condition_manifests_as_symptom,Low,Strong,FALSE
5,55,condition_manifests_as_symptom,High,Strong,FALSE
5,58,condition_manifests_as_symptom,Medium,Low,TRUE
5,63,condition_manifests_as_symptom,High,Medium,TRUE
5,64,condition_manifests_as_symptom,Low,Medium,TRUE
5,65,condition_manifests_as_symptom,Medium,Low,TRUE
5,66,condition_manifests_as_symptom,Medium,Strong,FALSE
5,71,condition_manifests_as_symptom,High,Low,FALSE
5,72,condition_manifests_as_symptom,High,Strong,TRUE
5,76,condition_manifests_as_symptom,Medium,Strong,TRUE
5,80,condition_manifests_as_symptom,High,Low,TRUE
5,82,condition_manifests_as_symptom,High,Strong,TRUE
5,83,condition_manifests_as_symptom,Medium,Strong,TRUE
5,84,condition_manifests_as_symptom,Medium,Strong,TRUE
5,86,condition_manifests_as_symptom,Low,Low,FALSE
5,87,condition_manifests_as_symptom,Medium,Low,TRUE
5,91,condition_manifests_as_symptom,High,Medium,TRUE
5,94,condition_manifests_as_symptom,High,Strong,TRUE
5,98,condition_manifests_as_symptom,Low,Strong,FALSE
5,100,condition_manifests_as_symptom,Low,Medium,TRUE
5,105,condition_manifests_as_symptom,Low,Medium,TRUE
5,106,condition_manifests_as_symptom,Medium,Medium,TRUE
5,107,condition_manifests_as_symptom,High,Low,TRUE
5,108,condition_manifests_as_symptom,High,Strong,TRUE
5,109,condition_manifests_as_symptom,High,Low,TRUE
5,110,condition_manifests_as_symptom,Low,Low,TRUE
5,111,condition_manifests_as_symptom,Medium,Low,TRUE
5,112,condition_manifests_as_symptom,Medium,Low,TRUE
5,113,condition_manifests_as_symptom,Medium,Medium,TRUE
5,114,condition_manifests_as_symptom,Medium,Medium,TRUE
5,115,condition_manifests_as_symptom,Low,Medium,TRUE
5,116,condition_manifests_as_symptom,Low,Medium,TRUE
5,117,condition_manifests_as_symptom,High,Medium,TRUE
5,118,condition_manifests_as_symptom,Low,Low,TRUE
5,119,condition_manifests_as_symptom,High,Strong,TRUE
5,120,condition_manifests_as_symptom,Medium,Medium,TRUE
5,121,condition_manifests_as_symptom,Low,Medium,TRUE
5,122,condition_manifests_as_symptom,Medium,Medium,TRUE
5,123,condition_manifests_as_symptom,High,Low,TRUE
5,124,condition_manifests_as_symptom,Medium,Low,TRUE
5,125,condition_manifests_as_symptom,Medium,Medium,FALSE
5,126,condition_manifests_as_symptom,High,Medium,TRUE
5,127,condition_manifests_as_symptom,Medium,Low,TRUE
5,128,condition_manifests_as_symptom,High,Medium,TRUE
5,129,condition_manifests_as_symptom,Medium,Medium,TRUE
5,130,condition_manifests_as_symptom,Low,Medium,FALSE
5,132,condition_manifests_as_symptom,Medium,Strong,TRUE
5,135,condition_manifests_as_symptom,High,Low,TRUE
5,138,condition_manifests_as_symptom,Low,Strong,TRUE
5,139,condition_manifests_as_symptom,High,Medium,TRUE
5,140,condition_manifests_as_symptom,Medium,Strong,FALSE
5,141,condition_manifests_as_symptom,Medium,Medium,FALSE
5,142,condition_manifests_as_symptom,Medium,Low,TRUE
5,143,condition_manifests_as_symptom,High,Medium,TRUE
5,144,condition_manifests_as_symptom,Low,Medium,TRUE
5,145,condition_manifests_as_symptom,Medium,Low,TRUE
5,146,condition_manifests_as_symptom,Low,Strong,TRUE
5,147,condition_manifests_as_symptom,Low,Medium,TRUE
5,148,condition_manifests_as_symptom,High,Low,TRUE
5,151,condition_manifests_as_symptom,Low,Low,FALSE
5,153,condition_manifests_as_symptom,Low,Strong,TRUE
5,154,condition_manifests_as_symptom,Medium,Medium,TRUE
5,156,condition_manifests_as_symptom,Low,Medium,FALSE
5,157,condition_manifests_as_symptom,High,Strong,TRUE
5,158,condition_manifests_as_symptom,High,Medium,TRUE
5,159,condition_manifests_as_symptom,High,Medium,TRUE
5,160,condition_manifests_as_symptom,Medium,Medium,TRUE
5,161,condition_manifests_as_symptom,Low,Medium,TRUE
5,162,condition_manifests_as_symptom,High,Low,FALSE
5,164,condition_manifests_as_symptom,High,Low,TRUE
5,165,condition_manifests_as_symptom,High,Low,FALSE
5,167,condition_manifests_as_symptom,High,Strong,TRUE
5,168,condition_manifests_as_symptom,Medium,Low,TRUE
5,169,condition_manifests_as_symptom,High,Low,TRUE
5,170,condition_manifests_as_symptom,High,Strong,TRUE
5,171,condition_manifests_as_symptom,High,Low,TRUE
5,172,condition_manifests_as_symptom,High,Low,TRUE
5,173,condition_manifests_as_symptom,Medium,Medium,TRUE
5,174,condition_manifests_as_symptom,Low,Low,FALSE
5,175,condition_manifests_as_symptom,Medium,Strong,TRUE
5,178,condition_manifests_as_symptom,High,Low,FALSE
5,179,condition_manifests_as_symptom,Medium,Low,TRUE
5,180,condition_manifests_as_symptom,Medium,Strong,TRUE
5,182,condition_manifests_as_symptom,Low,Strong,TRUE
5,183,condition_manifests_as_symptom,Medium,Strong,TRUE
5,184,condition_manifests_as_symptom,Low,Medium,TRUE
5,185,condition_manifests_as_symptom,Medium,Medium,TRUE
5,186,condition_manifests_as_symptom,High,Medium,TRUE
5,187,condition_manifests_as_symptom,High,Strong,TRUE
5,188,condition_manifests_as_symptom,Low,Strong,TRUE
5,189,condition_manifests_as_symptom,High,Medium,TRUE
5,190,condition_manifests_as_symptom,High,Low,TRUE
5,191,condition_manifests_as_symptom,Medium,Strong,FALSE
5,192,condition_manifests_as_symptom,Low,Strong,FALSE
5,197,condition_manifests_as_symptom,Low,Low,FALSE
5,198,condition_manifests_as_symptom,Medium,Strong,FALSE
5,199,condition_manifests_as_symptom,Low,Low,TRUE
5,200,condition_manifests_as_symptom,High,Strong,TRUE
5,201,condition_manifests_as_symptom,Medium,Medium,TRUE
5,204,condition_manifests_as_symptom,Low,Low,TRUE
5,207,condition_manifests_as_symptom,Medium,Medium,FALSE
5,210,condition_manifests_as_symptom,Medium,Strong,TRUE
5,211,condition_manifests_as_symptom,Medium,Medium,TRUE
5,213,condition_manifests_as_symptom,Low,Strong,FALSE
5,214,condition_manifests_as_symptom,High,Low,TRUE
5,215,condition_manifests_as_symptom,Low,Strong,FALSE
5,216,condition_manifests_as_symptom,Medium,Medium,FALSE
5,217,condition_manifests_as_symptom,Medium,Low,TRUE
5,219,condition_manifests_as_symptom,Medium,Low,TRUE
5,220,condition_manifests_as_symptom,Low,Strong,TRUE
5,222,condition_manifests_as_symptom,Low,Medium,FALSE
5,232,condition_manifests_as_symptom,Medium,Low,TRUE
5,233,condition_manifests_as_symptom,High,Low,TRUE
5,234,condition_manifests_as_symptom,Medium,Medium,FALSE
5,235,condition_manifests_as_symptom,High,Low,TRUE
5,236,condition_manifests_as_symptom,Low,Low,TRUE
5,239,condition_manifests_as_symptom,Medium,Medium,TRUE
5,240,condition_manifests_as_symptom,High,Medium,TRUE
5,241,condition_manifests_as_symptom,Low,Strong,TRUE
5,243,condition_manifests_as_symptom,Medium,Low,TRUE
5,246,condition_manifests_as_symptom,Medium,Low,TRUE
5,251,condition_manifests_as_symptom,High,Strong,FALSE
5,252,condition_manifests_as_symptom,High,Low,TRUE
5,253,condition_manifests_as_symptom,Medium,Strong,TRUE
5,258,condition_manifests_as_symptom,Medium,Medium,FALSE
5,263,condition_manifests_as_symptom,Medium,Low,TRUE
5,264,condition_manifests_as_symptom,Medium,Low,TRUE
5,265,condition_manifests_as_symptom,Medium,Strong,TRUE
5,266,condition_manifests_as_symptom,Medium,Medium,TRUE
5,269,condition_manifests_as_symptom,Low,Medium,FALSE
5,271,condition_manifests_as_symptom,High,Strong,TRUE
5,272,condition_manifests_as_symptom,High,Medium,TRUE
5,274,condition_manifests_as_symptom,Medium,Medium,FALSE
5,276,condition_manifests_as_symptom,High,Low,TRUE
5,279,condition_manifests_as_symptom,High,Strong,TRUE
5,280,condition_manifests_as_symptom,High,Medium,TRUE
5,281,condition_manifests_as_symptom,Low,Low,FALSE
5,282,condition_manifests_as_symptom,Medium,Low,TRUE
5,283,condition_manifests_as_symptom,High,Medium,FALSE
5,284,condition_manifests_as_symptom,Low,Medium,TRUE
5,286,condition_manifests_as_symptom,Low,Low,TRUE
5,287,condition_manifests_as_symptom,Low,Strong,FALSE
5,291,condition_manifests_as_symptom,Medium,Low,TRUE
5,294,condition_manifests_as_symptom,Medium,Low,FALSE
5,298,condition_manifests_as_symptom,Medium,Strong,TRUE
5,300,condition_manifests_as_symptom,High,Medium,TRUE
5,305,condition_manifests_as_symptom,Medium,Medium,TRUE
5,306,condition_manifests_as_symptom,Low,Medium,TRUE
5,307,condition_manifests_as_symptom,Low,Strong,TRUE
5,308,condition_manifests_as_symptom,Low,Strong,TRUE
5,309,condition_manifests_as_symptom,Low,Strong,TRUE
5,310,condition_manifests_as_symptom,Low,Strong,FALSE
5,311,condition_manifests_as_symptom,Low,Medium,FALSE
5,312,condition_manifests_as_symptom,High,Medium,FALSE
5,313,condition_manifests_as_symptom,High,Medium,TRUE
5,314,condition_manifests_as_symptom,High,Strong,TRUE
5,315,condition_manifests_as_symptom,High,Medium,TRUE
5,316,condition_manifests_as_symptom,High,Medium,FALSE
5,317,condition_manifests_as_symptom,Low,Medium,TRUE
5,318,condition_manifests_as_symptom,Low,Low,TRUE
5,319,condition_manifests_as_symptom,Medium,Low,FALSE
5,320,condition_manifests_as_symptom,Low,Medium,TRUE
5,321,condition_manifests_as_symptom,Low,Low,FALSE
5,322,condition_manifests_as_symptom,Medium,Low,FALSE
5,323,condition_manifests_as_symptom,High,Low,TRUE
5,324,condition_manifests_as_symptom,High,Medium,TRUE
5,325,condition_manifests_as_symptom,High,Low,FALSE
5,326,condition_manifests_as_symptom,High,Strong,TRUE
5,327,condition_manifests_as_symptom,Low,Low,TRUE
5,328,condition_manifests_as_symptom,Low,Strong,FALSE
5,329,condition_manifests_as_symptom,Low,Medium,TRUE
5,330,condition_manifests_as_symptom,Medium,Low,TRUE
5,332,condition_manifests_as_symptom,High,Low,TRUE
5,335,condition_manifests_as_symptom,Low,Low,FALSE
5,338,condition_manifests_as_symptom,Medium,Low,TRUE
5,339,condition_manifests_as_symptom,Low,Low,TRUE
5,341,condition_manifests_as_symptom,Low,Low,TRUE
5,342,condition_manifests_as_symptom,Medium,Low,FALSE
5,343,condition_manifests_as_symptom,Low,Medium,TRUE
5,344,condition_manifests_as_symptom,Low,Strong,TRUE
5,345,condition_manifests_as_symptom,High,Medium,TRUE
5,346,condition_manifests_as_symptom,Low,Low,TRUE
5,347,condition_manifests_as_symptom,Low,Medium,FALSE
5,348,condition_manifests_as_symptom,Low,Medium,TRUE
5,349,condition_manifests_as_symptom,Low,Strong,FALSE
5,350,condition_manifests_as_symptom,High,Low,FALSE
6,1,condition_manifests_as_symptom,Medium,Strong,FALSE
6,2,condition_manifests_as_symptom,High,Medium,TRUE
6,3,condition_manifests_as_symptom,High,Medium,TRUE
6,5,condition_manifests_as_symptom,High,Medium,TRUE
6,9,condition_manifests_as_symptom,Medium,Medium,TRUE
6,13,condition_manifests_as_symptom,High,Strong,FALSE
6,16,condition_manifests_as_symptom,Medium,Medium,TRUE
6,18,condition_manifests_as_symptom,Low,Medium,TRUE
6,19,condition_manifests_as_symptom,Medium,Medium,FALSE
6,23,condition_manifests_as_symptom,Medium,Low,TRUE
6,25,condition_manifests_as_symptom,Medium,Medium,TRUE
6,26,condition_manifests_as_symptom,Medium,Strong,TRUE
6,27,condition_manifests_as_symptom,Medium,Medium,TRUE
6,28,condition_manifests_as_symptom,Medium,Strong,TRUE
6,29,condition_manifests_as_symptom,High,Strong,TRUE
6,30,condition_manifests_as_symptom,Low,Strong,FALSE
6,37,condition_manifests_as_symptom,Medium,Medium,TRUE
6,38,condition_manifests_as_symptom,Low,Medium,FALSE
6,39,condition_manifests_as_symptom,High,Medium,FALSE
6,42,condition_manifests_as_symptom,High,Medium,FALSE
6,45,condition_manifests_as_symptom,Low,Strong,TRUE
6,54,condition_manifests_as_symptom,High,Strong,TRUE
6,55,condition_manifests_as_symptom,Low,Strong,TRUE
6,56,condition_manifests_as_symptom,Low,Low,TRUE
6,57,condition_manifests_as_symptom,Medium,Low,TRUE
6,58,condition_manifests_as_symptom,Medium,Medium,FALSE
6,59,condition_manifests_as_symptom,High,Strong,TRUE
6,60,condition_manifests_as_symptom,High,Low,TRUE
6,61,condition_manifests_as_symptom,Low,Low,FALSE
6,66,condition_manifests_as_symptom,Medium,Low,FALSE
6,70,condition_manifests_as_symptom,High,Medium,FALSE
6,73,condition_manifests_as_symptom,Medium,Medium,TRUE
6,74,condition_manifests_as_symptom,Medium,Medium,FALSE
6,75,condition_manifests_as_symptom,High,Low,TRUE
6,77,condition_manifests_as_symptom,Medium,Low,TRUE
6,78,condition_manifests_as_symptom,High,Medium,FALSE
6,81,condition_manifests_as_symptom,Medium,Strong,TRUE
6,83,condition_manifests_as_symptom,Low,Medium,FALSE
6,84,condition_manifests_as_symptom,Low,Low,FALSE
6,85,condition_manifests_as_symptom,Medium,Medium,TRUE
6,87,condition_manifests_as_symptom,High,Medium,FALSE
6,88,condition_manifests_as_symptom,Medium,Strong,TRUE
6,89,condition_manifests_as_symptom,Medium,Low,TRUE
6,90,condition_manifests_as_symptom,High,Strong,TRUE
6,92,condition_manifests_as_symptom,Low,Medium,FALSE
6,93,condition_manifests_as_symptom,Medium,Strong,FALSE
6,95,condition_manifests_as_symptom,Low,Low,TRUE
6,96,condition_manifests_as_symptom,High,Low,TRUE
6,100,condition_manifests_as_symptom,High,Medium,FALSE
6,101,condition_manifests_as_symptom,High,Medium,FALSE
6,103,condition_manifests_as_symptom,Medium,Medium,FALSE
6,104,condition_manifests_as_symptom,Medium,Strong,TRUE
6,105,condition_manifests_as_symptom,Medium,Low,FALSE
6,106,condition_manifests_as_symptom,Low,Strong,FALSE
6,110,condition_manifests_as_symptom,High,Strong,FALSE
6,112,condition_manifests_as_symptom,High,Low,FALSE
6,113,condition_manifests_as_symptom,High,Low,FALSE
6,115,condition_manifests_as_symptom,Medium,Low,FALSE
6,118,condition_manifests_as_symptom,High,Medium,FALSE
6,125,condition_manifests_as_symptom,Medium,Low,TRUE
6,131,condition_manifests_as_symptom,High,Low,TRUE
6,133,condition_manifests_as_symptom,High,Low,FALSE
6,134,condition_manifests_as_symptom,Low,Low,TRUE
6,136,condition_manifests_as_symptom,Low,Low,TRUE
6,138,condition_manifests_as_symptom,Low,Low,FALSE
6,143,condition_manifests_as_symptom,High,Strong,FALSE
6,150,condition_manifests_as_symptom,Low,Low,FALSE
6,152,condition_manifests_as_symptom,Low,Low,FALSE
6,154,condition_manifests_as_symptom,High,Low,FALSE
6,163,condition_manifests_as_symptom,High,Low,TRUE
6,169,condition_manifests_as_symptom,Low,Medium,FALSE
6,170,condition_manifests_as_symptom,High,Strong,FALSE
6,174,condition_manifests_as_symptom,Low,Medium,FALSE
6,176,condition_manifests_as_symptom,Low,Low,TRUE
6,181,condition_manifests_as_symptom,Low,Medium,TRUE
6,184,condition_manifests_as_symptom,High,Medium,FALSE
6,187,condition_manifests_as_symptom,Medium,Medium,FALSE
6,189,condition_manifests_as_symptom,Medium,Low,FALSE
6,193,condition_manifests_as_symptom,High,Strong,FALSE
6,194,condition_manifests_as_symptom,High,Medium,TRUE
6,195,condition_manifests_as_symptom,High,Strong,TRUE
6,196,condition_manifests_as_symptom,High,Medium,TRUE
6,202,condition_manifests_as_symptom,Medium,Medium,TRUE
6,203,condition_manifests_as_symptom,High,Low,TRUE
6,205,condition_manifests_as_symptom,High,Medium,TRUE
6,209,condition_manifests_as_symptom,Medium,Medium,TRUE
6,216,condition_manifests_as_symptom,Medium,Medium,TRUE
6,218,condition_manifests_as_symptom,Medium,Medium,FALSE
6,223,condition_manifests_as_symptom,Low,Low,FALSE
6,225,condition_manifests_as_symptom,Low,Medium,TRUE
6,226,condition_manifests_as_symptom,Low,Medium,TRUE
6,227,condition_manifests_as_symptom,Medium,Strong,TRUE
6,228,condition_manifests_as_symptom,Low,Medium,TRUE
6,229,condition_manifests_as_symptom,Medium,Medium,TRUE
6,230,condition_manifests_as_symptom,Low,Medium,TRUE
6,231,condition_manifests_as_symptom,Low,Low,FALSE
6,235,condition_manifests_as_symptom,High,Medium,FALSE
6,237,condition_manifests_as_symptom,Medium,Medium,FALSE
6,238,condition_manifests_as_symptom,Medium,Strong,FALSE
6,242,condition_manifests_as_symptom,Low,Strong,FALSE
6,245,condition_manifests_as_symptom,High,Low,TRUE
6,247,condition_manifests_as_symptom,Medium,Medium,FALSE
6,254,condition_manifests_as_symptom,Medium,Medium,TRUE
6,255,condition_manifests_as_symptom,High,Medium,TRUE
6,256,condition_manifests_as_symptom,Low,Medium,TRUE
6,257,condition_manifests_as_symptom,High,Low,TRUE
6,259,condition_manifests_as_symptom,Low,Medium,TRUE
6,260,condition_manifests_as_symptom,Low,Medium,TRUE
6,261,condition_manifests_as_symptom,Low,Medium,TRUE
6,263,condition_manifests_as_symptom,Medium,Medium,FALSE
6,272,condition_manifests_as_symptom,Low,Medium,FALSE
6,273,condition_manifests_as_symptom,Low,Low,TRUE
6,274,condition_manifests_as_symptom,Medium,Medium,TRUE
6,275,condition_manifests_as_symptom,Medium,Strong,FALSE
6,277,condition_manifests_as_symptom,Medium,Medium,TRUE
6,278,condition_manifests_as_symptom,High,Strong,TRUE
6,281,condition_manifests_as_symptom,High,Strong,FALSE
6,285,condition_manifests_as_symptom,High,Medium,TRUE
6,288,condition_manifests_as_symptom,Low,Medium,TRUE
6,289,condition_manifests_as_symptom,Low,Medium,FALSE
6,290,condition_manifests_as_symptom,High,Strong,TRUE
6,291,condition_manifests_as_symptom,Medium,Low,FALSE
6,292,condition_manifests_as_symptom,Medium,Strong,TRUE
6,295,condition_manifests_as_symptom,Medium,Low,TRUE
6,296,condition_manifests_as_symptom,Medium,Medium,FALSE
6,301,condition_manifests_as_symptom,Low,Medium,FALSE
6,303,condition_manifests_as_symptom,Medium,Low,TRUE
6,304,condition_manifests_as_symptom,High,Medium,TRUE
6,310,condition_manifests_as_symptom,Medium,Medium,FALSE
6,314,condition_manifests_as_symptom,High,Strong,FALSE
6,315,condition_manifests_as_symptom,Low,Low,FALSE
6,316,condition_manifests_as_symptom,Low,Strong,FALSE
6,319,condition_manifests_as_symptom,Medium,Medium,FALSE
6,325,condition_manifests_as_symptom,High,Medium,TRUE
6,331,condition_manifests_as_symptom,Low,Medium,TRUE
6,332,condition_manifests_as_symptom,High,Strong,FALSE
6,333,condition_manifests_as_symptom,Low,Low,TRUE
6,334,condition_manifests_as_symptom,High,Low,TRUE
6,335,condition_manifests_as_symptom,Low,Low,FALSE
6,336,condition_manifests_as_symptom,Low,Strong,TRUE
6,342,condition_manifests_as_symptom,High,Strong,FALSE
6,344,condition_manifests_as_symptom,Low,Strong,FALSE
6,345,condition_manifests_as_symptom,Low,Strong,FALSE
6,348,condition_manifests_as_symptom,Medium,Strong,FALSE
7,2,condition_manifests_as_symptom,High,Low,TRUE
7,3,condition_manifests_as_symptom,High,Strong,TRUE
7,5,condition_manifests_as_symptom,High,Medium,TRUE
7,9,condition_manifests_as_symptom,Medium,Low,TRUE
7,11,condition_manifests_as_symptom,Medium,Medium,FALSE
7,12,condition_manifests_as_symptom,High,Strong,FALSE
7,16,condition_manifests_as_symptom,Low,Low,TRUE
7,17,condition_manifests_as_symptom,Low,Low,FALSE
7,18,condition_manifests_as_symptom,High,Strong,TRUE
7,23,condition_manifests_as_symptom,Medium,Medium,FALSE
7,25,condition_manifests_as_symptom,High,Medium,TRUE
7,26,condition_manifests_as_symptom,Low,Medium,FALSE
7,27,condition_manifests_as_symptom,Low,Medium,TRUE
7,28,condition_manifests_as_symptom,High,Medium,TRUE
7,29,condition_manifests_as_symptom,Medium,Medium,TRUE
7,30,condition_manifests_as_symptom,Low,Medium,TRUE
7,36,condition_manifests_as_symptom,Low,Low,FALSE
7,37,condition_manifests_as_symptom,Low,Strong,FALSE
7,38,condition_manifests_as_symptom,Low,Medium,TRUE
7,42,condition_manifests_as_symptom,Low,Low,FALSE
7,45,condition_manifests_as_symptom,Medium,Strong,TRUE
7,46,condition_manifests_as_symptom,Medium,Strong,FALSE
7,47,condition_manifests_as_symptom,Low,Low,FALSE
7,54,condition_manifests_as_symptom,High,Strong,TRUE
7,55,condition_manifests_as_symptom,Low,Medium,FALSE
7,56,condition_manifests_as_symptom,Low,Low,TRUE
7,57,condition_manifests_as_symptom,Medium,Strong,TRUE
7,59,condition_manifests_as_symptom,Low,Strong,TRUE
7,60,condition_manifests_as_symptom,Low,Strong,TRUE
7,61,condition_manifests_as_symptom,Low,Low,TRUE
7,63,condition_manifests_as_symptom,Medium,Medium,FALSE
7,67,condition_manifests_as_symptom,Low,Medium,FALSE
7,73,condition_manifests_as_symptom,Low,Low,TRUE
7,74,condition_manifests_as_symptom,Low,Strong,FALSE
7,75,condition_manifests_as_symptom,High,Medium,TRUE
7,77,condition_manifests_as_symptom,Low,Strong,TRUE
7,78,condition_manifests_as_symptom,Low,Medium,TRUE
7,81,condition_manifests_as_symptom,Medium,Strong,FALSE
7,85,condition_manifests_as_symptom,Low,Medium,TRUE
7,88,condition_manifests_as_symptom,Medium,Medium,TRUE
7,89,condition_manifests_as_symptom,Medium,Medium,FALSE
7,90,condition_manifests_as_symptom,High,Medium,TRUE
7,92,condition_manifests_as_symptom,Medium,Low,TRUE
7,95,condition_manifests_as_symptom,Medium,Strong,TRUE
7,96,condition_manifests_as_symptom,High,Strong,FALSE
7,97,condition_manifests_as_symptom,High,Strong,FALSE
7,98,condition_manifests_as_symptom,Medium,Strong,FALSE
7,103,condition_manifests_as_symptom,Low,Strong,TRUE
7,104,condition_manifests_as_symptom,Medium,Low,TRUE
7,125,condition_manifests_as_symptom,Low,Low,TRUE
7,130,condition_manifests_as_symptom,High,Low,FALSE
