source_node_id,target_node_id,relationship_type,target_specificity,affinity_strength,mechanism_of_action
26,12,herb_targets_body_part,Low,Moderate,Respiratory support
27,1,herb_targets_body_part,Low,Moderate,Digestive stimulant
27,2,herb_targets_body_part,High,Weak,Digestive stimulant
27,4,herb_targets_body_part,Low,Moderate,Neuroprotective action
27,5,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
27,6,herb_targets_body_part,Low,Moderate,Neuroprotective action
27,8,herb_targets_body_part,Low,Weak,Diuretic action
27,9,herb_targets_body_part,High,Weak,Hepatoprotective action
27,10,herb_targets_body_part,Medium,Weak,Hepatoprotective action
27,11,herb_targets_body_part,High,Weak,Cardiotonic action
27,12,herb_targets_body_part,Low,Weak,Respiratory support
28,1,herb_targets_body_part,Medium,Weak,Diuretic action
28,2,herb_targets_body_part,High,Moderate,Respiratory support
28,4,herb_targets_body_part,Low,Weak,Diuretic action
28,5,herb_targets_body_part,Low,Moderate,Diuretic action
28,7,herb_targets_body_part,Medium,Weak,Cardiotonic action
28,8,herb_targets_body_part,Low,Weak,Anti-inflammatory action
28,9,herb_targets_body_part,High,Strong,Digestive stimulant
28,10,herb_targets_body_part,Medium,Strong,Cardiotonic action
28,11,herb_targets_body_part,High,Moderate,Cardiotonic action
28,12,herb_targets_body_part,Medium,Weak,Neuroprotective action
29,1,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
29,2,herb_targets_body_part,High,Strong,Immunomodulatory action
29,3,herb_targets_body_part,Medium,Weak,Respiratory support
29,6,herb_targets_body_part,High,Weak,Anti-inflammatory action
29,7,herb_targets_body_part,Medium,Weak,Respiratory support
29,8,herb_targets_body_part,Medium,Moderate,Diuretic action
29,9,herb_targets_body_part,Medium,Moderate,Respiratory support
29,10,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
29,11,herb_targets_body_part,Medium,Strong,Neuroprotective action
29,12,herb_targets_body_part,Medium,Strong,Immunomodulatory action
30,1,herb_targets_body_part,Low,Strong,Respiratory support
30,2,herb_targets_body_part,High,Moderate,Hepatoprotective action
30,3,herb_targets_body_part,Medium,Strong,Hepatoprotective action
30,6,herb_targets_body_part,High,Strong,Respiratory support
30,7,herb_targets_body_part,High,Weak,Digestive stimulant
30,8,herb_targets_body_part,Medium,Strong,Respiratory support
30,9,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
30,10,herb_targets_body_part,High,Weak,Neuroprotective action
30,11,herb_targets_body_part,Low,Weak,Immunomodulatory action
30,12,herb_targets_body_part,High,Moderate,Immunomodulatory action
31,1,herb_targets_body_part,Medium,Moderate,Cardiotonic action
31,2,herb_targets_body_part,Low,Weak,Anti-inflammatory action
31,3,herb_targets_body_part,Medium,Weak,Neuroprotective action
31,4,herb_targets_body_part,Medium,Strong,Digestive stimulant
31,7,herb_targets_body_part,Low,Weak,Digestive stimulant
31,8,herb_targets_body_part,Medium,Strong,Diuretic action
31,9,herb_targets_body_part,Low,Moderate,Respiratory support
31,10,herb_targets_body_part,High,Moderate,Digestive stimulant
31,11,herb_targets_body_part,Medium,Weak,Cardiotonic action
31,12,herb_targets_body_part,High,Moderate,Diuretic action
32,2,herb_targets_body_part,Low,Strong,Respiratory support
32,3,herb_targets_body_part,High,Weak,Neuroprotective action
32,4,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
32,5,herb_targets_body_part,Medium,Weak,Respiratory support
32,6,herb_targets_body_part,Medium,Strong,Cardiotonic action
32,7,herb_targets_body_part,Medium,Weak,Cardiotonic action
32,8,herb_targets_body_part,Low,Weak,Immunomodulatory action
32,9,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
32,10,herb_targets_body_part,Low,Strong,Neuroprotective action
32,11,herb_targets_body_part,High,Moderate,Cardiotonic action
33,2,herb_targets_body_part,Medium,Strong,Cardiotonic action
33,3,herb_targets_body_part,High,Weak,Cardiotonic action
33,4,herb_targets_body_part,High,Moderate,Hepatoprotective action
33,5,herb_targets_body_part,Medium,Weak,Diuretic action
33,6,herb_targets_body_part,Low,Moderate,Hepatoprotective action
33,7,herb_targets_body_part,High,Strong,Neuroprotective action
33,9,herb_targets_body_part,High,Weak,Diuretic action
33,10,herb_targets_body_part,High,Strong,Digestive stimulant
33,11,herb_targets_body_part,High,Moderate,Immunomodulatory action
33,12,herb_targets_body_part,High,Strong,Immunomodulatory action
34,2,herb_targets_body_part,Low,Weak,Hepatoprotective action
34,3,herb_targets_body_part,Medium,Strong,Respiratory support
34,4,herb_targets_body_part,Low,Strong,Neuroprotective action
34,5,herb_targets_body_part,Medium,Moderate,Cardiotonic action
34,6,herb_targets_body_part,High,Strong,Neuroprotective action
34,7,herb_targets_body_part,Low,Moderate,Diuretic action
34,8,herb_targets_body_part,Low,Strong,Cardiotonic action
34,9,herb_targets_body_part,High,Strong,Digestive stimulant
34,10,herb_targets_body_part,Medium,Moderate,Diuretic action
34,11,herb_targets_body_part,High,Weak,Immunomodulatory action
35,2,herb_targets_body_part,Low,Strong,Diuretic action
35,3,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
35,4,herb_targets_body_part,High,Moderate,Hepatoprotective action
35,5,herb_targets_body_part,Medium,Weak,Digestive stimulant
35,6,herb_targets_body_part,Low,Moderate,Diuretic action
35,7,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
35,8,herb_targets_body_part,Low,Strong,Immunomodulatory action
35,9,herb_targets_body_part,Low,Moderate,Respiratory support
35,11,herb_targets_body_part,Low,Weak,Immunomodulatory action
35,12,herb_targets_body_part,Medium,Weak,Neuroprotective action
36,1,herb_targets_body_part,Medium,Strong,Neuroprotective action
36,2,herb_targets_body_part,Low,Weak,Cardiotonic action
36,3,herb_targets_body_part,Medium,Moderate,Neuroprotective action
36,4,herb_targets_body_part,Low,Weak,Hepatoprotective action
36,5,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
36,6,herb_targets_body_part,High,Strong,Immunomodulatory action
36,7,herb_targets_body_part,Low,Weak,Immunomodulatory action
36,9,herb_targets_body_part,Low,Strong,Digestive stimulant
36,11,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
36,12,herb_targets_body_part,Medium,Strong,Hepatoprotective action
37,1,herb_targets_body_part,Low,Moderate,Cardiotonic action
37,2,herb_targets_body_part,Medium,Strong,Immunomodulatory action
37,3,herb_targets_body_part,High,Weak,Anti-inflammatory action
37,4,herb_targets_body_part,Medium,Strong,Hepatoprotective action
37,7,herb_targets_body_part,Low,Weak,Diuretic action
37,8,herb_targets_body_part,Medium,Moderate,Cardiotonic action
37,9,herb_targets_body_part,High,Moderate,Anti-inflammatory action
37,10,herb_targets_body_part,High,Moderate,Hepatoprotective action
37,11,herb_targets_body_part,Low,Strong,Respiratory support
37,12,herb_targets_body_part,Low,Weak,Diuretic action
38,1,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
38,2,herb_targets_body_part,High,Weak,Digestive stimulant
38,3,herb_targets_body_part,Low,Moderate,Neuroprotective action
38,4,herb_targets_body_part,Medium,Moderate,Neuroprotective action
38,5,herb_targets_body_part,High,Strong,Hepatoprotective action
38,6,herb_targets_body_part,High,Moderate,Hepatoprotective action
38,7,herb_targets_body_part,Low,Weak,Cardiotonic action
38,9,herb_targets_body_part,High,Strong,Anti-inflammatory action
38,11,herb_targets_body_part,Low,Moderate,Neuroprotective action
38,12,herb_targets_body_part,Medium,Moderate,Neuroprotective action
39,1,herb_targets_body_part,High,Weak,Anti-inflammatory action
39,2,herb_targets_body_part,Low,Weak,Digestive stimulant
39,3,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
39,4,herb_targets_body_part,Low,Weak,Hepatoprotective action
39,6,herb_targets_body_part,Medium,Weak,Immunomodulatory action
39,7,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
39,9,herb_targets_body_part,High,Moderate,Digestive stimulant
39,10,herb_targets_body_part,High,Moderate,Digestive stimulant
39,11,herb_targets_body_part,High,Strong,Anti-inflammatory action
39,12,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
40,2,herb_targets_body_part,Medium,Strong,Hepatoprotective action
40,3,herb_targets_body_part,High,Strong,Neuroprotective action
40,4,herb_targets_body_part,Low,Strong,Anti-inflammatory action
40,5,herb_targets_body_part,Medium,Weak,Hepatoprotective action
40,6,herb_targets_body_part,Medium,Moderate,Digestive stimulant
40,7,herb_targets_body_part,Low,Strong,Cardiotonic action
40,9,herb_targets_body_part,Medium,Strong,Digestive stimulant
40,10,herb_targets_body_part,High,Strong,Respiratory support
40,11,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
40,12,herb_targets_body_part,Medium,Weak,Respiratory support
41,1,herb_targets_body_part,High,Moderate,Digestive stimulant
41,2,herb_targets_body_part,Medium,Strong,Hepatoprotective action
41,4,herb_targets_body_part,Low,Moderate,Respiratory support
41,5,herb_targets_body_part,High,Strong,Digestive stimulant
41,7,herb_targets_body_part,Medium,Moderate,Diuretic action
41,8,herb_targets_body_part,High,Weak,Neuroprotective action
41,9,herb_targets_body_part,Medium,Strong,Respiratory support
41,10,herb_targets_body_part,Low,Weak,Cardiotonic action
41,11,herb_targets_body_part,Low,Weak,Neuroprotective action
41,12,herb_targets_body_part,Medium,Strong,Respiratory support
42,1,herb_targets_body_part,Low,Moderate,Hepatoprotective action
42,2,herb_targets_body_part,Medium,Strong,Diuretic action
42,3,herb_targets_body_part,Medium,Weak,Digestive stimulant
42,6,herb_targets_body_part,Low,Weak,Anti-inflammatory action
42,7,herb_targets_body_part,High,Strong,Hepatoprotective action
42,8,herb_targets_body_part,Medium,Strong,Cardiotonic action
42,9,herb_targets_body_part,High,Weak,Hepatoprotective action
42,10,herb_targets_body_part,High,Strong,Respiratory support
42,11,herb_targets_body_part,Medium,Moderate,Digestive stimulant
42,12,herb_targets_body_part,High,Moderate,Digestive stimulant
43,1,herb_targets_body_part,Low,Strong,Digestive stimulant
43,2,herb_targets_body_part,Low,Weak,Diuretic action
43,3,herb_targets_body_part,Low,Moderate,Neuroprotective action
43,4,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
43,5,herb_targets_body_part,Low,Moderate,Immunomodulatory action
43,6,herb_targets_body_part,High,Strong,Respiratory support
43,7,herb_targets_body_part,Medium,Strong,Digestive stimulant
43,9,herb_targets_body_part,Low,Strong,Digestive stimulant
43,11,herb_targets_body_part,Low,Weak,Digestive stimulant
43,12,herb_targets_body_part,Low,Moderate,Respiratory support
44,1,herb_targets_body_part,High,Moderate,Anti-inflammatory action
44,2,herb_targets_body_part,High,Moderate,Hepatoprotective action
44,3,herb_targets_body_part,High,Strong,Neuroprotective action
44,4,herb_targets_body_part,High,Strong,Hepatoprotective action
44,5,herb_targets_body_part,High,Weak,Digestive stimulant
44,6,herb_targets_body_part,High,Weak,Hepatoprotective action
44,7,herb_targets_body_part,Medium,Weak,Diuretic action
44,9,herb_targets_body_part,Medium,Strong,Digestive stimulant
44,11,herb_targets_body_part,High,Moderate,Neuroprotective action
44,12,herb_targets_body_part,Low,Strong,Immunomodulatory action
45,1,herb_targets_body_part,Medium,Weak,Diuretic action
45,2,herb_targets_body_part,Low,Strong,Immunomodulatory action
45,3,herb_targets_body_part,Medium,Strong,Respiratory support
45,4,herb_targets_body_part,Medium,Moderate,Neuroprotective action
45,5,herb_targets_body_part,Medium,Moderate,Cardiotonic action
45,6,herb_targets_body_part,Low,Weak,Cardiotonic action
45,7,herb_targets_body_part,High,Moderate,Anti-inflammatory action
45,9,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
45,11,herb_targets_body_part,Medium,Weak,Neuroprotective action
45,12,herb_targets_body_part,Low,Weak,Neuroprotective action
46,1,herb_targets_body_part,Medium,Moderate,Diuretic action
46,2,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
46,3,herb_targets_body_part,Medium,Weak,Diuretic action
46,5,herb_targets_body_part,High,Moderate,Neuroprotective action
46,6,herb_targets_body_part,Low,Moderate,Digestive stimulant
46,7,herb_targets_body_part,High,Strong,Anti-inflammatory action
46,8,herb_targets_body_part,High,Weak,Respiratory support
46,9,herb_targets_body_part,Medium,Moderate,Cardiotonic action
46,11,herb_targets_body_part,Medium,Weak,Respiratory support
46,12,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
47,2,herb_targets_body_part,Low,Weak,Hepatoprotective action
47,4,herb_targets_body_part,Medium,Strong,Hepatoprotective action
47,5,herb_targets_body_part,Medium,Weak,Neuroprotective action
47,6,herb_targets_body_part,High,Moderate,Immunomodulatory action
47,7,herb_targets_body_part,Low,Moderate,Diuretic action
47,8,herb_targets_body_part,Low,Weak,Respiratory support
47,9,herb_targets_body_part,Low,Strong,Cardiotonic action
47,10,herb_targets_body_part,Medium,Weak,Digestive stimulant
47,11,herb_targets_body_part,High,Moderate,Anti-inflammatory action
47,12,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
48,1,herb_targets_body_part,Low,Weak,Neuroprotective action
48,3,herb_targets_body_part,Medium,Weak,Diuretic action
48,4,herb_targets_body_part,Low,Strong,Immunomodulatory action
48,5,herb_targets_body_part,High,Weak,Neuroprotective action
48,6,herb_targets_body_part,High,Strong,Hepatoprotective action
48,7,herb_targets_body_part,Low,Weak,Cardiotonic action
48,9,herb_targets_body_part,Medium,Weak,Hepatoprotective action
48,10,herb_targets_body_part,Low,Strong,Cardiotonic action
48,11,herb_targets_body_part,High,Moderate,Immunomodulatory action
48,12,herb_targets_body_part,Low,Moderate,Cardiotonic action
49,1,herb_targets_body_part,Low,Moderate,Cardiotonic action
49,2,herb_targets_body_part,Low,Strong,Hepatoprotective action
49,3,herb_targets_body_part,Low,Weak,Respiratory support
49,4,herb_targets_body_part,High,Moderate,Digestive stimulant
49,5,herb_targets_body_part,Low,Moderate,Immunomodulatory action
49,6,herb_targets_body_part,High,Strong,Diuretic action
49,9,herb_targets_body_part,High,Strong,Hepatoprotective action
49,10,herb_targets_body_part,Low,Moderate,Cardiotonic action
49,11,herb_targets_body_part,Low,Moderate,Cardiotonic action
49,12,herb_targets_body_part,High,Strong,Respiratory support
50,1,herb_targets_body_part,High,Weak,Neuroprotective action
50,2,herb_targets_body_part,High,Moderate,Neuroprotective action
50,3,herb_targets_body_part,Low,Strong,Diuretic action
50,4,herb_targets_body_part,Low,Strong,Neuroprotective action
50,5,herb_targets_body_part,High,Strong,Neuroprotective action
50,6,herb_targets_body_part,High,Moderate,Cardiotonic action
50,9,herb_targets_body_part,Medium,Weak,Hepatoprotective action
50,10,herb_targets_body_part,Low,Strong,Hepatoprotective action
50,11,herb_targets_body_part,Medium,Strong,Cardiotonic action
50,12,herb_targets_body_part,High,Moderate,Hepatoprotective action
51,1,herb_targets_body_part,Medium,Strong,Digestive stimulant
51,2,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
51,3,herb_targets_body_part,High,Strong,Immunomodulatory action
51,4,herb_targets_body_part,High,Weak,Anti-inflammatory action
51,5,herb_targets_body_part,High,Strong,Anti-inflammatory action
51,6,herb_targets_body_part,Medium,Weak,Immunomodulatory action
51,9,herb_targets_body_part,Medium,Moderate,Respiratory support
51,10,herb_targets_body_part,Low,Moderate,Respiratory support
51,11,herb_targets_body_part,Medium,Weak,Respiratory support
51,12,herb_targets_body_part,Medium,Strong,Respiratory support
52,1,herb_targets_body_part,Low,Moderate,Cardiotonic action
52,2,herb_targets_body_part,Low,Strong,Respiratory support
52,3,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
52,4,herb_targets_body_part,Medium,Weak,Cardiotonic action
52,5,herb_targets_body_part,Low,Strong,Anti-inflammatory action
52,6,herb_targets_body_part,Low,Strong,Immunomodulatory action
52,7,herb_targets_body_part,Low,Strong,Respiratory support
52,9,herb_targets_body_part,Medium,Weak,Diuretic action
52,11,herb_targets_body_part,Low,Moderate,Digestive stimulant
52,12,herb_targets_body_part,High,Weak,Respiratory support
53,1,herb_targets_body_part,High,Weak,Respiratory support
53,2,herb_targets_body_part,High,Weak,Respiratory support
53,3,herb_targets_body_part,Low,Moderate,Digestive stimulant
53,4,herb_targets_body_part,Low,Moderate,Cardiotonic action
53,5,herb_targets_body_part,Low,Weak,Hepatoprotective action
53,6,herb_targets_body_part,Medium,Moderate,Diuretic action
53,7,herb_targets_body_part,Low,Weak,Hepatoprotective action
53,9,herb_targets_body_part,Low,Moderate,Immunomodulatory action
53,10,herb_targets_body_part,Low,Strong,Neuroprotective action
53,12,herb_targets_body_part,Low,Weak,Anti-inflammatory action
54,1,herb_targets_body_part,High,Moderate,Hepatoprotective action
54,2,herb_targets_body_part,Medium,Weak,Diuretic action
54,3,herb_targets_body_part,High,Moderate,Hepatoprotective action
54,4,herb_targets_body_part,Medium,Weak,Digestive stimulant
54,7,herb_targets_body_part,High,Strong,Neuroprotective action
54,8,herb_targets_body_part,Low,Weak,Hepatoprotective action
54,9,herb_targets_body_part,High,Moderate,Anti-inflammatory action
54,10,herb_targets_body_part,High,Moderate,Cardiotonic action
54,11,herb_targets_body_part,Medium,Strong,Immunomodulatory action
54,12,herb_targets_body_part,Low,Moderate,Hepatoprotective action
55,3,herb_targets_body_part,Low,Strong,Diuretic action
55,4,herb_targets_body_part,High,Weak,Respiratory support
55,5,herb_targets_body_part,High,Weak,Hepatoprotective action
55,6,herb_targets_body_part,Low,Moderate,Cardiotonic action
55,7,herb_targets_body_part,Low,Weak,Cardiotonic action
55,8,herb_targets_body_part,Low,Weak,Cardiotonic action
55,9,herb_targets_body_part,High,Strong,Immunomodulatory action
55,10,herb_targets_body_part,High,Moderate,Hepatoprotective action
55,11,herb_targets_body_part,High,Strong,Respiratory support
55,12,herb_targets_body_part,Low,Weak,Digestive stimulant
56,2,herb_targets_body_part,Low,Strong,Respiratory support
56,3,herb_targets_body_part,High,Moderate,Cardiotonic action
56,4,herb_targets_body_part,Low,Weak,Anti-inflammatory action
56,5,herb_targets_body_part,Medium,Strong,Digestive stimulant
56,6,herb_targets_body_part,Medium,Moderate,Respiratory support
56,7,herb_targets_body_part,Medium,Weak,Neuroprotective action
56,8,herb_targets_body_part,Low,Weak,Digestive stimulant
56,9,herb_targets_body_part,High,Moderate,Anti-inflammatory action
56,11,herb_targets_body_part,Low,Moderate,Respiratory support
56,12,herb_targets_body_part,High,Moderate,Digestive stimulant
57,2,herb_targets_body_part,Medium,Weak,Diuretic action
57,3,herb_targets_body_part,High,Weak,Immunomodulatory action
57,4,herb_targets_body_part,High,Weak,Anti-inflammatory action
57,5,herb_targets_body_part,Low,Moderate,Immunomodulatory action
57,6,herb_targets_body_part,Low,Weak,Hepatoprotective action
57,7,herb_targets_body_part,Medium,Weak,Diuretic action
57,8,herb_targets_body_part,Low,Strong,Diuretic action
57,9,herb_targets_body_part,Medium,Weak,Cardiotonic action
57,10,herb_targets_body_part,High,Moderate,Neuroprotective action
57,11,herb_targets_body_part,Low,Strong,Digestive stimulant
58,1,herb_targets_body_part,Low,Weak,Anti-inflammatory action
58,2,herb_targets_body_part,High,Moderate,Cardiotonic action
58,3,herb_targets_body_part,Medium,Weak,Neuroprotective action
58,4,herb_targets_body_part,High,Weak,Cardiotonic action
58,7,herb_targets_body_part,Medium,Moderate,Diuretic action
58,8,herb_targets_body_part,Medium,Moderate,Cardiotonic action
58,9,herb_targets_body_part,High,Weak,Immunomodulatory action
58,10,herb_targets_body_part,Medium,Weak,Digestive stimulant
58,11,herb_targets_body_part,Low,Weak,Cardiotonic action
58,12,herb_targets_body_part,High,Strong,Respiratory support
59,2,herb_targets_body_part,Low,Strong,Immunomodulatory action
59,3,herb_targets_body_part,Medium,Weak,Neuroprotective action
59,4,herb_targets_body_part,Low,Strong,Diuretic action
59,5,herb_targets_body_part,Low,Moderate,Immunomodulatory action
59,6,herb_targets_body_part,High,Strong,Digestive stimulant
59,7,herb_targets_body_part,Low,Strong,Anti-inflammatory action
59,8,herb_targets_body_part,Medium,Weak,Hepatoprotective action
59,9,herb_targets_body_part,Low,Strong,Cardiotonic action
59,11,herb_targets_body_part,Medium,Weak,Neuroprotective action
59,12,herb_targets_body_part,High,Strong,Respiratory support
60,2,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
60,3,herb_targets_body_part,High,Weak,Respiratory support
60,4,herb_targets_body_part,Low,Moderate,Neuroprotective action
60,5,herb_targets_body_part,Low,Weak,Cardiotonic action
60,6,herb_targets_body_part,High,Strong,Hepatoprotective action
60,7,herb_targets_body_part,High,Moderate,Diuretic action
60,8,herb_targets_body_part,Medium,Weak,Neuroprotective action
60,9,herb_targets_body_part,Low,Weak,Cardiotonic action
60,11,herb_targets_body_part,Low,Weak,Hepatoprotective action
60,12,herb_targets_body_part,Medium,Weak,Cardiotonic action
61,1,herb_targets_body_part,Medium,Weak,Diuretic action
61,2,herb_targets_body_part,Medium,Strong,Hepatoprotective action
61,4,herb_targets_body_part,High,Strong,Hepatoprotective action
61,5,herb_targets_body_part,Medium,Weak,Digestive stimulant
61,6,herb_targets_body_part,High,Weak,Diuretic action
61,7,herb_targets_body_part,Medium,Weak,Hepatoprotective action
61,8,herb_targets_body_part,Low,Strong,Cardiotonic action
61,10,herb_targets_body_part,Medium,Weak,Cardiotonic action
61,11,herb_targets_body_part,Medium,Weak,Neuroprotective action
61,12,herb_targets_body_part,High,Moderate,Hepatoprotective action
62,1,herb_targets_body_part,Low,Weak,Neuroprotective action
62,2,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
62,3,herb_targets_body_part,Medium,Weak,Diuretic action
62,4,herb_targets_body_part,High,Weak,Hepatoprotective action
62,7,herb_targets_body_part,High,Weak,Hepatoprotective action
62,8,herb_targets_body_part,High,Weak,Neuroprotective action
62,9,herb_targets_body_part,High,Weak,Diuretic action
62,10,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
62,11,herb_targets_body_part,High,Weak,Digestive stimulant
62,12,herb_targets_body_part,Low,Strong,Hepatoprotective action
63,1,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
63,2,herb_targets_body_part,High,Strong,Immunomodulatory action
63,3,herb_targets_body_part,Medium,Weak,Neuroprotective action
63,4,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
63,7,herb_targets_body_part,High,Moderate,Anti-inflammatory action
63,8,herb_targets_body_part,Low,Moderate,Diuretic action
63,9,herb_targets_body_part,High,Weak,Diuretic action
63,10,herb_targets_body_part,Low,Moderate,Respiratory support
63,11,herb_targets_body_part,Low,Weak,Digestive stimulant
63,12,herb_targets_body_part,Low,Strong,Anti-inflammatory action
64,1,herb_targets_body_part,High,Strong,Digestive stimulant
64,2,herb_targets_body_part,High,Moderate,Digestive stimulant
64,4,herb_targets_body_part,High,Weak,Digestive stimulant
64,5,herb_targets_body_part,Low,Moderate,Immunomodulatory action
64,6,herb_targets_body_part,High,Weak,Cardiotonic action
64,8,herb_targets_body_part,High,Weak,Immunomodulatory action
64,9,herb_targets_body_part,Medium,Moderate,Neuroprotective action
64,10,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
64,11,herb_targets_body_part,Medium,Weak,Cardiotonic action
64,12,herb_targets_body_part,Low,Strong,Digestive stimulant
65,1,herb_targets_body_part,High,Weak,Immunomodulatory action
65,2,herb_targets_body_part,Low,Weak,Digestive stimulant
65,3,herb_targets_body_part,Low,Moderate,Neuroprotective action
65,4,herb_targets_body_part,Medium,Strong,Respiratory support
65,6,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
65,7,herb_targets_body_part,Low,Strong,Hepatoprotective action
65,8,herb_targets_body_part,Medium,Strong,Hepatoprotective action
65,9,herb_targets_body_part,Low,Weak,Cardiotonic action
65,11,herb_targets_body_part,High,Moderate,Hepatoprotective action
65,12,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
66,2,herb_targets_body_part,High,Strong,Immunomodulatory action
66,3,herb_targets_body_part,High,Strong,Cardiotonic action
66,4,herb_targets_body_part,High,Moderate,Hepatoprotective action
66,5,herb_targets_body_part,High,Strong,Immunomodulatory action
66,6,herb_targets_body_part,Low,Moderate,Hepatoprotective action
66,7,herb_targets_body_part,Low,Moderate,Immunomodulatory action
66,8,herb_targets_body_part,Low,Moderate,Hepatoprotective action
66,9,herb_targets_body_part,High,Strong,Respiratory support
66,11,herb_targets_body_part,Medium,Strong,Respiratory support
66,12,herb_targets_body_part,Low,Weak,Cardiotonic action
67,2,herb_targets_body_part,Medium,Weak,Neuroprotective action
67,3,herb_targets_body_part,Medium,Strong,Neuroprotective action
67,4,herb_targets_body_part,Low,Strong,Neuroprotective action
67,5,herb_targets_body_part,Medium,Weak,Immunomodulatory action
67,6,herb_targets_body_part,High,Weak,Respiratory support
67,7,herb_targets_body_part,Low,Strong,Cardiotonic action
67,8,herb_targets_body_part,Low,Moderate,Neuroprotective action
67,9,herb_targets_body_part,Medium,Moderate,Diuretic action
67,10,herb_targets_body_part,Low,Moderate,Immunomodulatory action
67,11,herb_targets_body_part,Medium,Weak,Digestive stimulant
68,2,herb_targets_body_part,Medium,Weak,Hepatoprotective action
68,3,herb_targets_body_part,Medium,Moderate,Respiratory support
68,4,herb_targets_body_part,High,Weak,Hepatoprotective action
68,5,herb_targets_body_part,High,Weak,Digestive stimulant
68,6,herb_targets_body_part,High,Strong,Anti-inflammatory action
68,7,herb_targets_body_part,High,Weak,Immunomodulatory action
68,8,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
68,9,herb_targets_body_part,Medium,Weak,Neuroprotective action
68,10,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
68,11,herb_targets_body_part,Medium,Strong,Digestive stimulant
69,2,herb_targets_body_part,Low,Strong,Cardiotonic action
69,3,herb_targets_body_part,Low,Weak,Respiratory support
69,4,herb_targets_body_part,High,Weak,Anti-inflammatory action
69,5,herb_targets_body_part,Low,Moderate,Neuroprotective action
69,6,herb_targets_body_part,Low,Weak,Digestive stimulant
69,7,herb_targets_body_part,High,Strong,Respiratory support
69,8,herb_targets_body_part,High,Weak,Respiratory support
69,9,herb_targets_body_part,High,Moderate,Diuretic action
69,10,herb_targets_body_part,Medium,Strong,Respiratory support
69,11,herb_targets_body_part,High,Moderate,Digestive stimulant
70,1,herb_targets_body_part,Low,Strong,Immunomodulatory action
70,2,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
70,3,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
70,4,herb_targets_body_part,Low,Weak,Cardiotonic action
70,7,herb_targets_body_part,High,Moderate,Anti-inflammatory action
70,8,herb_targets_body_part,Medium,Weak,Diuretic action
70,9,herb_targets_body_part,High,Moderate,Anti-inflammatory action
70,10,herb_targets_body_part,Low,Moderate,Respiratory support
70,11,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
70,12,herb_targets_body_part,High,Moderate,Neuroprotective action
71,1,herb_targets_body_part,Medium,Moderate,Anti-inflammatory action
71,2,herb_targets_body_part,High,Moderate,Diuretic action
71,3,herb_targets_body_part,High,Strong,Neuroprotective action
71,4,herb_targets_body_part,Medium,Strong,Diuretic action
71,7,herb_targets_body_part,High,Strong,Immunomodulatory action
71,8,herb_targets_body_part,High,Moderate,Cardiotonic action
71,9,herb_targets_body_part,Medium,Moderate,Respiratory support
71,10,herb_targets_body_part,Medium,Strong,Immunomodulatory action
71,11,herb_targets_body_part,High,Moderate,Diuretic action
71,12,herb_targets_body_part,High,Strong,Respiratory support
72,1,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
72,2,herb_targets_body_part,Medium,Weak,Digestive stimulant
72,4,herb_targets_body_part,High,Strong,Immunomodulatory action
72,5,herb_targets_body_part,High,Strong,Cardiotonic action
72,6,herb_targets_body_part,Medium,Weak,Respiratory support
72,7,herb_targets_body_part,High,Strong,Digestive stimulant
72,9,herb_targets_body_part,Medium,Weak,Immunomodulatory action
72,10,herb_targets_body_part,High,Moderate,Diuretic action
