source_node_id,target_node_id,relationship_type,indicator_strength,specificity,diagnostic_value
140,2,symptom_indicates_dosha_imbalance,Low,Low,High
141,2,symptom_indicates_dosha_imbalance,Low,High,Medium
141,3,symptom_indicates_dosha_imbalance,High,High,Medium
142,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
142,3,symptom_indicates_dosha_imbalance,High,High,High
143,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
143,3,symptom_indicates_dosha_imbalance,Low,High,Medium
144,2,symptom_indicates_dosha_imbalance,Low,High,High
144,3,symptom_indicates_dosha_imbalance,Low,Low,High
145,2,symptom_indicates_dosha_imbalance,Low,Low,High
145,3,symptom_indicates_dosha_imbalance,Low,Low,Low
146,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
146,2,symptom_indicates_dosha_imbalance,Low,Low,High
147,2,symptom_indicates_dosha_imbalance,High,Low,Medium
147,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
148,1,symptom_indicates_dosha_imbalance,High,High,High
148,3,symptom_indicates_dosha_imbalance,Low,Medium,High
149,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
149,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
150,1,symptom_indicates_dosha_imbalance,Medium,Low,High
150,3,symptom_indicates_dosha_imbalance,Medium,High,High
151,1,symptom_indicates_dosha_imbalance,Low,High,Medium
151,3,symptom_indicates_dosha_imbalance,Low,Medium,High
152,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
152,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
153,2,symptom_indicates_dosha_imbalance,High,High,Low
153,3,symptom_indicates_dosha_imbalance,Low,Medium,Medium
154,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
154,2,symptom_indicates_dosha_imbalance,Medium,High,High
155,1,symptom_indicates_dosha_imbalance,Low,Medium,High
155,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
156,1,symptom_indicates_dosha_imbalance,High,High,High
156,3,symptom_indicates_dosha_imbalance,High,Low,Medium
157,1,symptom_indicates_dosha_imbalance,High,High,Medium
157,3,symptom_indicates_dosha_imbalance,Medium,High,Medium
158,1,symptom_indicates_dosha_imbalance,Low,High,High
158,3,symptom_indicates_dosha_imbalance,Low,High,High
159,2,symptom_indicates_dosha_imbalance,High,Medium,Low
159,3,symptom_indicates_dosha_imbalance,Medium,High,Low
160,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
160,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
161,1,symptom_indicates_dosha_imbalance,High,High,High
161,3,symptom_indicates_dosha_imbalance,High,Low,High
162,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
162,3,symptom_indicates_dosha_imbalance,High,Low,High
163,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
163,3,symptom_indicates_dosha_imbalance,High,High,Low
164,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
164,2,symptom_indicates_dosha_imbalance,Low,Medium,High
165,2,symptom_indicates_dosha_imbalance,High,High,Medium
165,3,symptom_indicates_dosha_imbalance,Low,Medium,Medium
166,1,symptom_indicates_dosha_imbalance,Medium,High,High
166,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
167,2,symptom_indicates_dosha_imbalance,High,Medium,High
167,3,symptom_indicates_dosha_imbalance,Low,Low,Low
168,1,symptom_indicates_dosha_imbalance,Low,High,Medium
168,2,symptom_indicates_dosha_imbalance,High,Low,Low
169,2,symptom_indicates_dosha_imbalance,High,Low,High
169,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
170,1,symptom_indicates_dosha_imbalance,Medium,Low,High
170,3,symptom_indicates_dosha_imbalance,Medium,High,Low
171,1,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
171,3,symptom_indicates_dosha_imbalance,High,Low,Low
172,1,symptom_indicates_dosha_imbalance,Low,Low,Low
172,3,symptom_indicates_dosha_imbalance,Low,Low,Medium
173,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
173,3,symptom_indicates_dosha_imbalance,High,High,High
174,1,symptom_indicates_dosha_imbalance,Medium,High,High
174,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
175,2,symptom_indicates_dosha_imbalance,Medium,Low,High
175,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
176,1,symptom_indicates_dosha_imbalance,High,High,Low
176,3,symptom_indicates_dosha_imbalance,High,Medium,Low
177,1,symptom_indicates_dosha_imbalance,Low,High,High
177,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
178,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
178,3,symptom_indicates_dosha_imbalance,Low,Low,High
179,2,symptom_indicates_dosha_imbalance,High,Medium,High
179,3,symptom_indicates_dosha_imbalance,High,High,Low
180,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
180,2,symptom_indicates_dosha_imbalance,High,Medium,Low
181,2,symptom_indicates_dosha_imbalance,Low,Medium,High
181,3,symptom_indicates_dosha_imbalance,High,High,Medium
182,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
182,3,symptom_indicates_dosha_imbalance,Low,High,Medium
183,1,symptom_indicates_dosha_imbalance,Low,High,Medium
183,3,symptom_indicates_dosha_imbalance,Low,High,Medium
184,1,symptom_indicates_dosha_imbalance,Low,High,Low
184,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
185,2,symptom_indicates_dosha_imbalance,High,Low,High
185,3,symptom_indicates_dosha_imbalance,Low,Medium,High
186,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
186,2,symptom_indicates_dosha_imbalance,High,Medium,Low
187,2,symptom_indicates_dosha_imbalance,High,High,High
187,3,symptom_indicates_dosha_imbalance,Medium,High,Medium
188,1,symptom_indicates_dosha_imbalance,Medium,High,High
188,3,symptom_indicates_dosha_imbalance,High,Medium,Low
189,1,symptom_indicates_dosha_imbalance,High,Medium,High
189,3,symptom_indicates_dosha_imbalance,Low,High,Medium
190,1,symptom_indicates_dosha_imbalance,Low,High,High
190,3,symptom_indicates_dosha_imbalance,Low,Medium,Medium
191,2,symptom_indicates_dosha_imbalance,High,Low,Medium
191,3,symptom_indicates_dosha_imbalance,Medium,Low,High
192,1,symptom_indicates_dosha_imbalance,High,Medium,High
192,2,symptom_indicates_dosha_imbalance,Medium,Low,High
193,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
193,3,symptom_indicates_dosha_imbalance,High,Low,High
194,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
194,3,symptom_indicates_dosha_imbalance,High,Low,Low
195,1,symptom_indicates_dosha_imbalance,Low,Low,High
195,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
196,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
196,3,symptom_indicates_dosha_imbalance,Medium,High,Low
197,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
197,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
198,1,symptom_indicates_dosha_imbalance,Low,High,Medium
198,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
199,2,symptom_indicates_dosha_imbalance,High,Medium,Low
199,3,symptom_indicates_dosha_imbalance,Low,High,Medium
200,1,symptom_indicates_dosha_imbalance,Low,High,Medium
200,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
201,1,symptom_indicates_dosha_imbalance,Low,Low,Low
201,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
201,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
202,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
202,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
202,3,symptom_indicates_dosha_imbalance,Medium,Medium,High
203,1,symptom_indicates_dosha_imbalance,Medium,Low,High
203,2,symptom_indicates_dosha_imbalance,Low,High,High
203,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
204,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
204,2,symptom_indicates_dosha_imbalance,Low,Medium,High
204,3,symptom_indicates_dosha_imbalance,Medium,High,Low
205,1,symptom_indicates_dosha_imbalance,High,Low,Low
205,2,symptom_indicates_dosha_imbalance,Low,Low,High
205,3,symptom_indicates_dosha_imbalance,Medium,Medium,High
206,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
206,2,symptom_indicates_dosha_imbalance,High,Medium,High
206,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
207,1,symptom_indicates_dosha_imbalance,Medium,Medium,Low
207,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
207,3,symptom_indicates_dosha_imbalance,Medium,Low,Medium
208,1,symptom_indicates_dosha_imbalance,Low,High,High
208,2,symptom_indicates_dosha_imbalance,Low,Medium,High
208,3,symptom_indicates_dosha_imbalance,High,Low,High
209,1,symptom_indicates_dosha_imbalance,Medium,Low,High
209,2,symptom_indicates_dosha_imbalance,Low,Low,High
209,3,symptom_indicates_dosha_imbalance,High,Medium,Low
210,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
210,2,symptom_indicates_dosha_imbalance,Low,Low,Medium
210,3,symptom_indicates_dosha_imbalance,Medium,Low,Medium
211,1,symptom_indicates_dosha_imbalance,High,Low,Low
211,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
211,3,symptom_indicates_dosha_imbalance,Medium,High,Low
212,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
212,2,symptom_indicates_dosha_imbalance,Medium,High,High
212,3,symptom_indicates_dosha_imbalance,High,High,Medium
213,1,symptom_indicates_dosha_imbalance,Medium,High,Medium
213,2,symptom_indicates_dosha_imbalance,High,Low,Low
213,3,symptom_indicates_dosha_imbalance,High,High,Medium
214,1,symptom_indicates_dosha_imbalance,Medium,Medium,Low
214,2,symptom_indicates_dosha_imbalance,High,High,Medium
214,3,symptom_indicates_dosha_imbalance,High,Low,High
215,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
215,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
215,3,symptom_indicates_dosha_imbalance,Low,High,High
216,1,symptom_indicates_dosha_imbalance,Low,Low,High
216,2,symptom_indicates_dosha_imbalance,High,Medium,High
216,3,symptom_indicates_dosha_imbalance,High,Medium,High
217,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
217,2,symptom_indicates_dosha_imbalance,High,High,High
217,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
218,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
218,2,symptom_indicates_dosha_imbalance,Medium,High,High
218,3,symptom_indicates_dosha_imbalance,Medium,High,High
219,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
219,2,symptom_indicates_dosha_imbalance,Medium,High,Low
219,3,symptom_indicates_dosha_imbalance,High,Low,Low
220,1,symptom_indicates_dosha_imbalance,Low,High,High
220,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
220,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
221,1,symptom_indicates_dosha_imbalance,High,Medium,Low
221,2,symptom_indicates_dosha_imbalance,Low,Low,Low
221,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
222,1,symptom_indicates_dosha_imbalance,High,High,Low
222,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
222,3,symptom_indicates_dosha_imbalance,Medium,High,High
223,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
223,2,symptom_indicates_dosha_imbalance,High,Low,High
223,3,symptom_indicates_dosha_imbalance,Low,Medium,Medium
224,1,symptom_indicates_dosha_imbalance,Medium,High,High
224,2,symptom_indicates_dosha_imbalance,Low,High,Low
224,3,symptom_indicates_dosha_imbalance,Medium,Low,Medium
225,1,symptom_indicates_dosha_imbalance,Medium,Low,High
225,2,symptom_indicates_dosha_imbalance,Medium,High,High
225,3,symptom_indicates_dosha_imbalance,Low,High,Low
226,1,symptom_indicates_dosha_imbalance,High,Low,Medium
226,2,symptom_indicates_dosha_imbalance,High,Medium,High
226,3,symptom_indicates_dosha_imbalance,Low,Medium,High
227,1,symptom_indicates_dosha_imbalance,Low,Low,Low
227,2,symptom_indicates_dosha_imbalance,High,High,Low
227,3,symptom_indicates_dosha_imbalance,Medium,Low,High
228,1,symptom_indicates_dosha_imbalance,High,Low,High
228,2,symptom_indicates_dosha_imbalance,Low,Medium,High
228,3,symptom_indicates_dosha_imbalance,Low,Low,Medium
229,1,symptom_indicates_dosha_imbalance,Medium,High,Low
229,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
229,3,symptom_indicates_dosha_imbalance,Medium,Medium,High
230,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
230,2,symptom_indicates_dosha_imbalance,High,High,Low
230,3,symptom_indicates_dosha_imbalance,Medium,Low,High
231,1,symptom_indicates_dosha_imbalance,Low,High,Medium
231,2,symptom_indicates_dosha_imbalance,Low,Medium,High
231,3,symptom_indicates_dosha_imbalance,High,Low,High
232,1,symptom_indicates_dosha_imbalance,High,Low,High
232,2,symptom_indicates_dosha_imbalance,High,Low,Medium
232,3,symptom_indicates_dosha_imbalance,High,High,Low
233,1,symptom_indicates_dosha_imbalance,Low,High,High
233,2,symptom_indicates_dosha_imbalance,Medium,High,Low
233,3,symptom_indicates_dosha_imbalance,High,Medium,High
234,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
234,2,symptom_indicates_dosha_imbalance,Low,Medium,High
234,3,symptom_indicates_dosha_imbalance,Medium,High,Medium
235,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
235,2,symptom_indicates_dosha_imbalance,Medium,High,Low
235,3,symptom_indicates_dosha_imbalance,High,Medium,Low
236,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
236,2,symptom_indicates_dosha_imbalance,Low,High,Low
236,3,symptom_indicates_dosha_imbalance,Medium,High,High
237,1,symptom_indicates_dosha_imbalance,High,Medium,High
237,2,symptom_indicates_dosha_imbalance,Low,Medium,High
237,3,symptom_indicates_dosha_imbalance,Low,Medium,High
238,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
238,2,symptom_indicates_dosha_imbalance,High,High,High
238,3,symptom_indicates_dosha_imbalance,High,Medium,High
239,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
239,2,symptom_indicates_dosha_imbalance,Low,Low,Low
239,3,symptom_indicates_dosha_imbalance,Low,Low,Low
240,1,symptom_indicates_dosha_imbalance,Medium,Low,High
240,2,symptom_indicates_dosha_imbalance,High,Medium,Low
240,3,symptom_indicates_dosha_imbalance,Medium,Medium,High
241,1,symptom_indicates_dosha_imbalance,High,High,Medium
241,2,symptom_indicates_dosha_imbalance,Low,Low,High
241,3,symptom_indicates_dosha_imbalance,Medium,High,Medium
242,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
242,2,symptom_indicates_dosha_imbalance,Medium,High,Low
242,3,symptom_indicates_dosha_imbalance,High,Medium,High
243,1,symptom_indicates_dosha_imbalance,Medium,High,Low
243,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
243,3,symptom_indicates_dosha_imbalance,High,High,Low
244,1,symptom_indicates_dosha_imbalance,Low,Low,Low
244,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
244,3,symptom_indicates_dosha_imbalance,Medium,High,Low
245,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
245,2,symptom_indicates_dosha_imbalance,High,Medium,Low
245,3,symptom_indicates_dosha_imbalance,High,Medium,High
246,1,symptom_indicates_dosha_imbalance,Medium,High,Low
246,2,symptom_indicates_dosha_imbalance,Medium,High,Low
246,3,symptom_indicates_dosha_imbalance,Low,High,High
247,1,symptom_indicates_dosha_imbalance,High,Medium,High
247,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
247,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
248,1,symptom_indicates_dosha_imbalance,High,Low,Low
248,2,symptom_indicates_dosha_imbalance,Low,High,High
248,3,symptom_indicates_dosha_imbalance,Low,Low,Low
249,1,symptom_indicates_dosha_imbalance,Medium,High,Medium
249,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
249,3,symptom_indicates_dosha_imbalance,Medium,Low,High
250,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
250,2,symptom_indicates_dosha_imbalance,High,High,Medium
250,3,symptom_indicates_dosha_imbalance,Medium,Low,Low
251,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
251,2,symptom_indicates_dosha_imbalance,Low,High,Low
251,3,symptom_indicates_dosha_imbalance,High,Medium,Low
252,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
252,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
252,3,symptom_indicates_dosha_imbalance,High,High,Low
253,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
253,2,symptom_indicates_dosha_imbalance,Medium,High,Low
253,3,symptom_indicates_dosha_imbalance,Low,High,Low
254,1,symptom_indicates_dosha_imbalance,High,Medium,High
254,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
254,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
255,1,symptom_indicates_dosha_imbalance,High,Low,Medium
255,2,symptom_indicates_dosha_imbalance,Low,Low,Medium
255,3,symptom_indicates_dosha_imbalance,Low,Low,Medium
256,1,symptom_indicates_dosha_imbalance,High,Medium,High
256,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
256,3,symptom_indicates_dosha_imbalance,High,Low,Medium
257,1,symptom_indicates_dosha_imbalance,High,Low,High
257,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
257,3,symptom_indicates_dosha_imbalance,High,High,Low
258,1,symptom_indicates_dosha_imbalance,High,Medium,Low
258,2,symptom_indicates_dosha_imbalance,Medium,High,Medium
258,3,symptom_indicates_dosha_imbalance,High,Medium,High
259,1,symptom_indicates_dosha_imbalance,Low,High,Low
259,2,symptom_indicates_dosha_imbalance,High,High,Medium
259,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
260,1,symptom_indicates_dosha_imbalance,High,High,Medium
260,2,symptom_indicates_dosha_imbalance,High,Medium,High
260,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
261,1,symptom_indicates_dosha_imbalance,High,Low,Medium
261,2,symptom_indicates_dosha_imbalance,Medium,High,Low
261,3,symptom_indicates_dosha_imbalance,High,Low,Medium
262,1,symptom_indicates_dosha_imbalance,Low,Low,High
262,2,symptom_indicates_dosha_imbalance,High,Low,Medium
262,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
263,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
263,2,symptom_indicates_dosha_imbalance,Low,Low,High
263,3,symptom_indicates_dosha_imbalance,Medium,High,Low
264,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
264,2,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
264,3,symptom_indicates_dosha_imbalance,Medium,Medium,High
265,1,symptom_indicates_dosha_imbalance,High,High,High
265,2,symptom_indicates_dosha_imbalance,High,Medium,Low
265,3,symptom_indicates_dosha_imbalance,High,Medium,Low
266,1,symptom_indicates_dosha_imbalance,Low,Medium,High
266,2,symptom_indicates_dosha_imbalance,High,High,Medium
266,3,symptom_indicates_dosha_imbalance,Low,High,Low
267,1,symptom_indicates_dosha_imbalance,High,Medium,Low
267,2,symptom_indicates_dosha_imbalance,High,Low,High
267,3,symptom_indicates_dosha_imbalance,High,High,High
268,1,symptom_indicates_dosha_imbalance,Low,Low,High
268,2,symptom_indicates_dosha_imbalance,Low,High,Low
268,3,symptom_indicates_dosha_imbalance,High,High,Medium
269,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
269,2,symptom_indicates_dosha_imbalance,High,Medium,Low
269,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
270,1,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
270,2,symptom_indicates_dosha_imbalance,Low,Low,High
270,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
271,1,symptom_indicates_dosha_imbalance,Low,Low,Low
271,2,symptom_indicates_dosha_imbalance,High,High,Low
271,3,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
272,1,symptom_indicates_dosha_imbalance,High,Medium,Low
272,2,symptom_indicates_dosha_imbalance,High,High,High
272,3,symptom_indicates_dosha_imbalance,High,Medium,Low
273,1,symptom_indicates_dosha_imbalance,Low,High,Low
273,2,symptom_indicates_dosha_imbalance,Medium,Low,High
273,3,symptom_indicates_dosha_imbalance,High,Medium,Low
274,1,symptom_indicates_dosha_imbalance,High,Medium,High
274,2,symptom_indicates_dosha_imbalance,High,High,Low
274,3,symptom_indicates_dosha_imbalance,High,High,Medium
275,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
275,2,symptom_indicates_dosha_imbalance,Medium,High,High
275,3,symptom_indicates_dosha_imbalance,Low,High,High
276,1,symptom_indicates_dosha_imbalance,Low,High,Low
276,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
276,3,symptom_indicates_dosha_imbalance,High,High,High
277,1,symptom_indicates_dosha_imbalance,Medium,Low,Medium
277,2,symptom_indicates_dosha_imbalance,High,Low,Medium
277,3,symptom_indicates_dosha_imbalance,High,Medium,High
278,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
278,2,symptom_indicates_dosha_imbalance,Low,Medium,High
278,3,symptom_indicates_dosha_imbalance,Low,High,Low
279,1,symptom_indicates_dosha_imbalance,Medium,Medium,High
279,2,symptom_indicates_dosha_imbalance,Medium,High,High
279,3,symptom_indicates_dosha_imbalance,Medium,Low,Medium
280,1,symptom_indicates_dosha_imbalance,High,Low,High
280,2,symptom_indicates_dosha_imbalance,High,Medium,High
280,3,symptom_indicates_dosha_imbalance,Medium,Low,Low
281,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
281,2,symptom_indicates_dosha_imbalance,High,High,High
281,3,symptom_indicates_dosha_imbalance,High,High,High
282,1,symptom_indicates_dosha_imbalance,Low,High,High
282,2,symptom_indicates_dosha_imbalance,High,High,Medium
282,3,symptom_indicates_dosha_imbalance,Low,High,Low
283,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
283,2,symptom_indicates_dosha_imbalance,Low,Medium,High
283,3,symptom_indicates_dosha_imbalance,High,Low,Low
284,1,symptom_indicates_dosha_imbalance,High,Medium,Low
284,2,symptom_indicates_dosha_imbalance,Low,Medium,High
284,3,symptom_indicates_dosha_imbalance,Low,High,High
285,1,symptom_indicates_dosha_imbalance,Medium,High,High
285,2,symptom_indicates_dosha_imbalance,High,Medium,Medium
285,3,symptom_indicates_dosha_imbalance,Medium,Low,Medium
286,1,symptom_indicates_dosha_imbalance,Low,Low,Low
286,2,symptom_indicates_dosha_imbalance,Low,Medium,High
286,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
287,1,symptom_indicates_dosha_imbalance,Medium,Low,High
287,2,symptom_indicates_dosha_imbalance,Low,Low,High
287,3,symptom_indicates_dosha_imbalance,High,Low,High
288,1,symptom_indicates_dosha_imbalance,High,Low,Medium
288,2,symptom_indicates_dosha_imbalance,Low,High,Medium
288,3,symptom_indicates_dosha_imbalance,High,Low,Low
289,1,symptom_indicates_dosha_imbalance,High,Medium,High
289,2,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
289,3,symptom_indicates_dosha_imbalance,High,High,Medium
290,1,symptom_indicates_dosha_imbalance,Low,Low,High
290,2,symptom_indicates_dosha_imbalance,Low,High,Low
290,3,symptom_indicates_dosha_imbalance,Low,High,High
291,1,symptom_indicates_dosha_imbalance,Medium,Medium,Medium
291,2,symptom_indicates_dosha_imbalance,Low,High,Low
291,3,symptom_indicates_dosha_imbalance,High,High,Low
292,1,symptom_indicates_dosha_imbalance,Low,Low,Low
292,2,symptom_indicates_dosha_imbalance,Medium,Medium,High
292,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
293,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
293,2,symptom_indicates_dosha_imbalance,Low,Low,High
293,3,symptom_indicates_dosha_imbalance,Low,Low,Low
294,1,symptom_indicates_dosha_imbalance,Low,Medium,High
294,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
294,3,symptom_indicates_dosha_imbalance,Medium,Low,High
295,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
295,2,symptom_indicates_dosha_imbalance,Medium,High,High
295,3,symptom_indicates_dosha_imbalance,High,Low,Low
296,1,symptom_indicates_dosha_imbalance,High,Medium,High
296,2,symptom_indicates_dosha_imbalance,Low,Low,Medium
296,3,symptom_indicates_dosha_imbalance,Low,Low,Medium
297,1,symptom_indicates_dosha_imbalance,Low,Medium,Medium
297,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
297,3,symptom_indicates_dosha_imbalance,Medium,Low,High
298,1,symptom_indicates_dosha_imbalance,High,Low,Low
298,2,symptom_indicates_dosha_imbalance,High,Medium,Low
298,3,symptom_indicates_dosha_imbalance,Low,Low,Low
299,1,symptom_indicates_dosha_imbalance,Low,Medium,High
299,2,symptom_indicates_dosha_imbalance,High,Low,Medium
299,3,symptom_indicates_dosha_imbalance,Low,Low,Medium
300,1,symptom_indicates_dosha_imbalance,High,Low,Low
300,2,symptom_indicates_dosha_imbalance,Low,High,High
300,3,symptom_indicates_dosha_imbalance,Low,Low,Low
301,1,symptom_indicates_dosha_imbalance,High,Medium,Low
301,2,symptom_indicates_dosha_imbalance,Low,Low,High
301,3,symptom_indicates_dosha_imbalance,High,High,Low
302,1,symptom_indicates_dosha_imbalance,High,Medium,Low
302,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
302,3,symptom_indicates_dosha_imbalance,High,Medium,Low
303,1,symptom_indicates_dosha_imbalance,High,Low,Medium
303,2,symptom_indicates_dosha_imbalance,Low,Medium,Medium
303,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
304,1,symptom_indicates_dosha_imbalance,Low,High,High
304,2,symptom_indicates_dosha_imbalance,Medium,Medium,Low
304,3,symptom_indicates_dosha_imbalance,High,High,High
305,1,symptom_indicates_dosha_imbalance,High,Low,Medium
305,2,symptom_indicates_dosha_imbalance,High,Low,High
305,3,symptom_indicates_dosha_imbalance,High,Medium,Low
306,1,symptom_indicates_dosha_imbalance,Low,Low,Medium
306,2,symptom_indicates_dosha_imbalance,Low,Low,Medium
306,3,symptom_indicates_dosha_imbalance,High,Low,Medium
307,1,symptom_indicates_dosha_imbalance,Low,Medium,Low
307,2,symptom_indicates_dosha_imbalance,Low,Medium,High
307,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
308,1,symptom_indicates_dosha_imbalance,Medium,Low,Low
308,2,symptom_indicates_dosha_imbalance,Medium,High,Low
308,3,symptom_indicates_dosha_imbalance,High,Medium,Low
309,1,symptom_indicates_dosha_imbalance,Low,Low,High
309,2,symptom_indicates_dosha_imbalance,Low,Low,High
309,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
310,1,symptom_indicates_dosha_imbalance,Low,High,Low
310,2,symptom_indicates_dosha_imbalance,Medium,Low,Medium
310,3,symptom_indicates_dosha_imbalance,Medium,Low,High
311,1,symptom_indicates_dosha_imbalance,Low,Medium,High
311,2,symptom_indicates_dosha_imbalance,High,High,Medium
311,3,symptom_indicates_dosha_imbalance,Medium,Medium,Low
312,1,symptom_indicates_dosha_imbalance,Low,High,Low
312,2,symptom_indicates_dosha_imbalance,Low,Medium,Low
312,3,symptom_indicates_dosha_imbalance,High,High,Medium
313,1,symptom_indicates_dosha_imbalance,Medium,Medium,Low
313,2,symptom_indicates_dosha_imbalance,Low,High,Low
313,3,symptom_indicates_dosha_imbalance,High,Medium,High
314,1,symptom_indicates_dosha_imbalance,Low,High,Low
314,2,symptom_indicates_dosha_imbalance,Low,High,Medium
314,3,symptom_indicates_dosha_imbalance,Low,Medium,Low
315,1,symptom_indicates_dosha_imbalance,High,Medium,Medium
315,2,symptom_indicates_dosha_imbalance,Medium,Low,Low
315,3,symptom_indicates_dosha_imbalance,High,Medium,Medium
