source_node_id,target_node_id,relationship_type,effect_type,intensity,primary_action,secondary_action
136,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
136,3,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
137,1,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
137,2,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
137,3,herb_balances_dosha,Balancing,High,Diuretic,Lightening
138,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
138,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
138,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
139,1,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
139,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Lightening
139,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
140,1,herb_balances_dosha,Balancing,Low,Cooling,Nourishing
140,2,herb_balances_dosha,Balancing,High,Astringent,Nourishing
140,3,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
141,1,herb_balances_dosha,Balancing,Medium,Cooling,Diuretic
141,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
141,3,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
142,1,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
142,2,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
142,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
143,1,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
143,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Nourishing
143,3,herb_balances_dosha,Balancing,Low,Astringent,Lightening
144,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
144,2,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
144,3,herb_balances_dosha,Balancing,High,Warming,Diuretic
145,1,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
145,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
145,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
146,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
146,2,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
146,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
147,1,herb_balances_dosha,Balancing,Low,Cooling,Calming
147,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
147,3,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
148,1,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
148,2,herb_balances_dosha,Balancing,Medium,Warming,Lightening
148,3,herb_balances_dosha,Balancing,Low,Warming,Lightening
149,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
149,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
149,3,herb_balances_dosha,Balancing,High,Astringent,Lightening
150,1,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
150,2,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
150,3,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
151,1,herb_balances_dosha,Balancing,Medium,Warming,Lightening
151,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
151,3,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
152,1,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
152,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
152,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
153,1,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
153,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
153,3,herb_balances_dosha,Balancing,High,Cooling,Lightening
154,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
154,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
154,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
155,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Diuretic
155,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
155,3,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
156,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
156,2,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
156,3,herb_balances_dosha,Balancing,High,Cooling,Nourishing
157,1,herb_balances_dosha,Balancing,High,Astringent,Lightening
157,2,herb_balances_dosha,Balancing,Low,Warming,Nourishing
157,3,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
158,1,herb_balances_dosha,Balancing,Low,Diuretic,Lightening
158,2,herb_balances_dosha,Balancing,Low,Grounding,Calming
158,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
159,1,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
159,2,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
159,3,herb_balances_dosha,Balancing,Medium,Warming,Calming
160,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
160,2,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
160,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
161,1,herb_balances_dosha,Balancing,High,Astringent,Nourishing
161,2,herb_balances_dosha,Balancing,High,Warming,Calming
161,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
162,1,herb_balances_dosha,Balancing,High,Rejuvenating,Lightening
162,2,herb_balances_dosha,Balancing,Medium,Grounding,Calming
162,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
163,1,herb_balances_dosha,Balancing,High,Cooling,Calming
163,2,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
163,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
164,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
164,2,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
164,3,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
165,1,herb_balances_dosha,Balancing,Medium,Cooling,Calming
165,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
165,3,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
166,1,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
166,2,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
166,3,herb_balances_dosha,Balancing,Medium,Warming,Lightening
167,1,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
167,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
167,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
168,1,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
168,2,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
168,3,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
169,1,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
169,2,herb_balances_dosha,Balancing,High,Grounding,Lightening
169,3,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
170,1,herb_balances_dosha,Balancing,High,Grounding,Calming
170,2,herb_balances_dosha,Balancing,High,Cooling,Nourishing
170,3,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
171,1,herb_balances_dosha,Balancing,Low,Cooling,Diuretic
171,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
171,3,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
172,1,herb_balances_dosha,Balancing,Low,Grounding,Diuretic
172,2,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
172,3,herb_balances_dosha,Balancing,High,Warming,Nourishing
173,1,herb_balances_dosha,Balancing,Low,Warming,Lightening
173,2,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
173,3,herb_balances_dosha,Balancing,Low,Warming,Lightening
174,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
174,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
174,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
175,1,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
175,2,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
175,3,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
176,1,herb_balances_dosha,Balancing,Low,Astringent,Lightening
176,2,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
176,3,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
177,1,herb_balances_dosha,Balancing,High,Grounding,Nourishing
177,2,herb_balances_dosha,Balancing,Low,Astringent,Calming
177,3,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
178,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
178,2,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
178,3,herb_balances_dosha,Balancing,High,Astringent,Diuretic
179,1,herb_balances_dosha,Balancing,Low,Warming,Calming
179,2,herb_balances_dosha,Balancing,Medium,Warming,Lightening
179,3,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
180,1,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
180,2,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
180,3,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
181,1,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
181,2,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
181,3,herb_balances_dosha,Balancing,High,Warming,Diuretic
182,1,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
182,2,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
182,3,herb_balances_dosha,Balancing,Low,Diuretic,Lightening
183,1,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
183,2,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
183,3,herb_balances_dosha,Balancing,Medium,Grounding,Calming
184,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
184,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
184,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
185,1,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
185,2,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
185,3,herb_balances_dosha,Balancing,Low,Warming,Lightening
186,1,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
186,2,herb_balances_dosha,Balancing,High,Grounding,Nourishing
186,3,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
187,1,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
187,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
187,3,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
188,1,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
188,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
188,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Nourishing
189,1,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
189,2,herb_balances_dosha,Balancing,High,Grounding,Nourishing
189,3,herb_balances_dosha,Balancing,High,Diuretic,Lightening
190,1,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
190,2,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
190,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
191,1,herb_balances_dosha,Balancing,High,Astringent,Nourishing
191,2,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
191,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
192,1,herb_balances_dosha,Balancing,Low,Cooling,Nourishing
192,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Calming
192,3,herb_balances_dosha,Balancing,Medium,Grounding,Calming
193,1,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
193,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
193,3,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
194,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
194,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
194,3,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
195,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
195,2,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
195,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
196,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
196,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
196,3,herb_balances_dosha,Balancing,High,Astringent,Diuretic
197,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Anti-inflammatory
197,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
197,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
198,1,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
198,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
198,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
199,1,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
199,2,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
199,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
200,1,herb_balances_dosha,Balancing,Low,Astringent,Anti-inflammatory
200,2,herb_balances_dosha,Balancing,High,Cooling,Calming
200,3,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
201,1,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
201,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
201,3,herb_balances_dosha,Balancing,Medium,Grounding,Lightening
202,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
202,2,herb_balances_dosha,Balancing,Medium,Grounding,Lightening
202,3,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
203,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
203,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
204,2,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
205,2,herb_balances_dosha,Balancing,Medium,Astringent,Nourishing
1762,1,herb_balances_dosha,Balancing,High,Warming,Nourishing
1329,1,herb_balances_dosha,Balancing,High,Astringent,Diuretic
313,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
598,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1366,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
251,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
304,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
1715,1,herb_balances_dosha,Balancing,High,Grounding,Lightening
1591,2,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1386,1,herb_balances_dosha,Balancing,Low,Warming,Diuretic
292,1,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
920,1,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1663,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
1316,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
423,2,herb_balances_dosha,Balancing,Low,Cooling,Calming
222,3,herb_balances_dosha,Balancing,High,Astringent,Diuretic
428,3,herb_balances_dosha,Balancing,Low,Grounding,Lightening
615,2,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1246,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
878,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
314,1,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
416,3,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
1627,1,herb_balances_dosha,Balancing,Medium,Diuretic,Anti-inflammatory
680,2,herb_balances_dosha,Balancing,Low,Grounding,Calming
1651,1,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
487,2,herb_balances_dosha,Balancing,Low,Warming,Lightening
566,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
1480,3,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1782,2,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
1036,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
1553,2,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1299,1,herb_balances_dosha,Balancing,Medium,Astringent,Nourishing
383,1,herb_balances_dosha,Balancing,High,Cooling,Nourishing
547,1,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
402,2,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1643,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
690,3,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
281,3,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1004,1,herb_balances_dosha,Balancing,Low,Astringent,Lightening
1217,1,herb_balances_dosha,Balancing,Medium,Warming,Calming
1354,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
273,3,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
358,1,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
432,3,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
1040,3,herb_balances_dosha,Balancing,High,Diuretic,Calming
734,2,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
277,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1215,2,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
635,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
911,2,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
930,1,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
304,1,herb_balances_dosha,Balancing,Low,Cooling,Lightening
1111,1,herb_balances_dosha,Balancing,High,Grounding,Nourishing
969,2,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
1434,1,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
1043,3,herb_balances_dosha,Balancing,High,Rejuvenating,Calming
773,1,herb_balances_dosha,Balancing,Low,Grounding,Calming
236,3,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
1513,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
1200,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
381,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
455,1,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
849,3,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
1173,1,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
1377,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
434,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
676,3,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1562,3,herb_balances_dosha,Balancing,High,Astringent,Lightening
1408,2,herb_balances_dosha,Balancing,High,Cooling,Lightening
1676,3,herb_balances_dosha,Balancing,High,Cooling,Diuretic
1547,3,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
845,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1443,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1243,1,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
1050,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1260,2,herb_balances_dosha,Balancing,Medium,Cooling,Calming
870,1,herb_balances_dosha,Balancing,Low,Astringent,Immunomodulatory
1769,1,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
864,2,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
1728,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
811,3,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
1574,1,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
438,1,herb_balances_dosha,Balancing,High,Astringent,Nourishing
1332,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1287,2,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
688,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
1242,2,herb_balances_dosha,Balancing,High,Cooling,Calming
1302,1,herb_balances_dosha,Balancing,Low,Grounding,Diuretic
821,3,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
1634,2,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
604,2,herb_balances_dosha,Balancing,Medium,Grounding,Calming
1286,2,herb_balances_dosha,Balancing,High,Warming,Lightening
942,2,herb_balances_dosha,Balancing,Low,Astringent,Immunomodulatory
1403,2,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
373,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1787,1,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
773,3,herb_balances_dosha,Balancing,High,Diuretic,Calming
696,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
244,2,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
1112,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
1184,2,herb_balances_dosha,Balancing,Low,Cooling,Calming
1103,2,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
477,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
473,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
745,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1108,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
902,3,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
1625,3,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
613,3,herb_balances_dosha,Balancing,Low,Astringent,Lightening
989,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
1571,3,herb_balances_dosha,Balancing,Low,Cooling,Lightening
1195,1,herb_balances_dosha,Balancing,High,Cooling,Lightening
1401,2,herb_balances_dosha,Balancing,Low,Astringent,Immunomodulatory
1603,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
1150,3,herb_balances_dosha,Balancing,High,Cooling,Diuretic
1484,1,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
878,2,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
456,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
471,3,herb_balances_dosha,Balancing,High,Grounding,Nourishing
1167,3,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
829,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
1698,3,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
1665,3,herb_balances_dosha,Balancing,Low,Cooling,Calming
1795,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
1090,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1688,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
844,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Diuretic
1001,2,herb_balances_dosha,Balancing,High,Grounding,Calming
1012,3,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1231,2,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
1355,2,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
479,3,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
303,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1490,2,herb_balances_dosha,Balancing,High,Cooling,Lightening
897,3,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
903,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
296,1,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
736,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
369,3,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
1791,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
767,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
759,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
931,2,herb_balances_dosha,Balancing,Low,Diuretic,Calming
1240,3,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
815,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
522,3,herb_balances_dosha,Balancing,Medium,Grounding,Calming
1045,3,herb_balances_dosha,Balancing,Medium,Warming,Calming
232,1,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
1423,3,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
1350,2,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
1003,3,herb_balances_dosha,Balancing,Low,Astringent,Immunomodulatory
1015,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
1298,3,herb_balances_dosha,Balancing,Medium,Cooling,Calming
1476,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
418,2,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
534,3,herb_balances_dosha,Balancing,High,Cooling,Nourishing
1561,3,herb_balances_dosha,Balancing,Medium,Cooling,Diuretic
1208,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1372,2,herb_balances_dosha,Balancing,Medium,Warming,Lightening
1680,3,herb_balances_dosha,Balancing,High,Grounding,Nourishing
834,2,herb_balances_dosha,Balancing,High,Cooling,Nourishing
1167,2,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
1768,2,herb_balances_dosha,Balancing,Low,Warming,Lightening
1507,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
1769,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
997,3,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1542,3,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1670,2,herb_balances_dosha,Balancing,High,Warming,Lightening
1248,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
718,2,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
537,1,herb_balances_dosha,Balancing,Medium,Warming,Lightening
715,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
256,2,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
1164,2,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
560,1,herb_balances_dosha,Balancing,Low,Warming,Diuretic
1568,1,herb_balances_dosha,Balancing,High,Grounding,Calming
1084,1,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
408,2,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
1342,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
934,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
909,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1396,2,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1046,3,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
241,2,herb_balances_dosha,Balancing,High,Cooling,Diuretic
852,3,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
1390,1,herb_balances_dosha,Balancing,High,Grounding,Nourishing
1720,1,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1104,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
273,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
1200,1,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
1153,1,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
531,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
1343,1,herb_balances_dosha,Balancing,High,Cooling,Calming
1092,3,herb_balances_dosha,Balancing,Low,Astringent,Lightening
881,1,herb_balances_dosha,Balancing,Low,Warming,Calming
